iter	Logloss
139	0.3225712314
140	0.3222975735
141	0.3221361727
142	0.3215245824
143	0.3213392499
144	0.3212206756
145	0.3211151022
146	0.321027164
147	0.320973468
148	0.3205968774
149	0.3204509869
150	0.3203395884
151	0.3199033062
152	0.3196321881
153	0.3194015199
154	0.3191466871
155	0.3188420323
156	0.3187920101
157	0.3185534321
158	0.3184194081
159	0.3182552286
160	0.3181033855
161	0.3176580193
162	0.3175244251
163	0.3174168067
164	0.3171714695
165	0.3168721493
166	0.3167875671
167	0.3166867208
168	0.3165645362
169	0.3164663348
170	0.3162018956
171	0.3160014676
172	0.3157837178
173	0.3156485469
174	0.3154030626
175	0.3153156048
176	0.3150228918
177	0.3148823817
178	0.3147176325
179	0.3144495692
180	0.3143660022
181	0.314241472
182	0.3141193513
183	0.3138350449
184	0.3136162487
185	0.3135756927
186	0.3132185143
187	0.3130101069
188	0.3128758384
189	0.3127859778
190	0.3126249497
191	0.3124837936
192	0.3123095455
193	0.3121060399
194	0.3120593826
195	0.3119364669
196	0.3117899461
197	0.3117058221
198	0.3115458722
199	0.3114195412
200	0.3113203116
201	0.3112807128
202	0.3109738774
203	0.3109011332
204	0.3107478665
205	0.3105807938
206	0.3104738942
207	0.3103001861
208	0.3100826119
209	0.3099020209
210	0.3096766131
211	0.3094336967
212	0.3091347323
213	0.3088889532
214	0.3087689211
215	0.3085432839
216	0.3084352768
217	0.308355194
218	0.3081928064
219	0.3080881355
220	0.3079977491
221	0.3078007084
222	0.3075909299
223	0.3074521103
224	0.3073403273
225	0.307249967
226	0.3070618154
227	0.3069492243
228	0.3064783799
229	0.3063956544
230	0.3063546904
231	0.3061899916
232	0.3059343073
233	0.305861333
234	0.3055450829
235	0.305454815
236	0.3053699603
237	0.3050320688
238	0.3048372896
239	0.3046184593
240	0.3044170588
241	0.3041948373
242	0.3040153583
243	0.3039575493
244	0.3038214889
245	0.3037159723
246	0.3035266028
247	0.303357702
248	0.3033032784
249	0.3031097021
250	0.3029081561
251	0.3027805099
252	0.3026396519
253	0.3025738383
254	0.3024100095
255	0.3022280608
256	0.302072031
257	0.3019020771
258	0.3017966062
259	0.3016456772
260	0.3015363341
261	0.3011874253
262	0.301014896
263	0.3009774317
264	0.3008323056
265	0.3006437978
266	0.3004655397
267	0.3003776476
268	0.3000110834
269	0.2999615714
270	0.2998930085
271	0.2996870229
272	0.2993862992
273	0.299302004
274	0.299086995
275	0.2990514289
276	0.2989311872
277	0.2988759505
278	0.298754355
279	0.2985787
280	0.2984704498
281	0.2984093666
282	0.2983599916
283	0.2982526631
284	0.2981172315
285	0.2980357049
286	0.2979419889
287	0.2978735678
288	0.297839077
289	0.2977711298
290	0.2974747062
291	0.2973741213
292	0.2970595345
293	0.2969280896
294	0.2968558303
295	0.2967501429
296	0.2966240878
297	0.2964744497
298	0.2963652356
299	0.2963109954
300	0.296259789
301	0.2960300836
302	0.2959503485
303	0.295897891
304	0.2956451946
305	0.2955779741
306	0.295440597
307	0.2953588068
308	0.2952961684
309	0.2951513185
310	0.2949921169
311	0.2948318285
312	0.2946470596
313	0.2945884056
314	0.2945500096
315	0.294345308
316	0.2941977155
317	0.2941141564
318	0.2938974077
319	0.2938103034
320	0.2936784702
321	0.2935743179
322	0.2934983357
323	0.2934019367
324	0.2933322837
325	0.2932671477
326	0.2932209834
327	0.2930054306
328	0.29292813
329	0.2927946715
330	0.292648125
331	0.2925888619
332	0.2924722529
333	0.292365032
334	0.2922685168
335	0.2921028204
336	0.2918725173
337	0.2916900822
338	0.291337886
339	0.2912935241
340	0.2912409771
341	0.2910368219
342	0.2908047597
343	0.2906784406
344	0.2905764487
345	0.2905023426
346	0.2903922806
347	0.2903345712
348	0.2902898268
349	0.2902266563
350	0.2901185452
351	0.2900566867
352	0.2899006566
353	0.2898328791
354	0.2897354822
355	0.2896546444
356	0.2895768612
357	0.2894413392
358	0.2893568462
359	0.2892991799
360	0.2892289525
361	0.2891786614
362	0.2890966627
363	0.2889921427
364	0.2888239536
365	0.2886975352
366	0.2886334025
367	0.2885480898
368	0.2884987798
369	0.2884409352
370	0.2883684304
371	0.2882008502
372	0.288110665
373	0.2880036751
374	0.2879216767
375	0.2877425388
376	0.2876657409
377	0.2875807553
378	0.2875092826
379	0.2874413113
380	0.2872735688
381	0.2872076239
382	0.287036823
383	0.2869669095
384	0.286913162
385	0.2867419181
386	0.2865786247
387	0.2863633079
388	0.2861692865
389	0.2860613708
390	0.2859062466
391	0.2857993331
392	0.2856254585
393	0.2853680385
394	0.2853183145
395	0.2852713137
396	0.2851386469
397	0.2850758457
398	0.2850024865
399	0.2848635861
400	0.2847020597
401	0.2845606715
402	0.2844942669
403	0.2843213017
404	0.2842553965
405	0.2840965707
406	0.2840499182
407	0.283997341
408	0.283949041
409	0.2837642298
410	0.2836331852
411	0.2834818407
412	0.2833312133
413	0.2832867578
414	0.2832225885
415	0.283177025
416	0.2830429844
417	0.282907206
418	0.2828446384
419	0.2825422986
420	0.2824730225
421	0.2824112642
422	0.2823670129
423	0.2822699746
424	0.2820356784
425	0.2819826097
426	0.2817494362
427	0.2815858562
428	0.2815277638
429	0.2814836034
430	0.2814373646
431	0.2813928802
432	0.2813208534
433	0.2812225123
434	0.2810949171
435	0.2809587524
436	0.2808793043
437	0.2807107827
438	0.2806679214
439	0.2806237793
440	0.2805811185
441	0.280518666
442	0.2804448927
443	0.2802938261
444	0.2802486804
445	0.2802046266
446	0.2800779139
447	0.2800356482
448	0.2799923793
449	0.2799516587
450	0.2799087399
451	0.2798515277
452	0.2797181594
453	0.279678428
454	0.2795688041
455	0.2793409833
456	0.2793011545
457	0.2791622784
458	0.2791263576
459	0.2790581822
460	0.2789374268
461	0.2787697046
462	0.2787318958
463	0.2785674683
464	0.2784182797
465	0.2783122035
466	0.2781806788
467	0.278139341
468	0.2780746166
469	0.278039316
470	0.2779327889
471	0.2778622249
472	0.2778014668
473	0.2777373508
474	0.2776997314
475	0.2774049179
476	0.2772386145
477	0.2772007946
478	0.2771635163
479	0.2770620453
480	0.2770276248
481	0.2769902458
482	0.2768781747
483	0.2767579187
484	0.2766756778
485	0.276559422
486	0.2764578845
487	0.2763188092
488	0.2761634707
489	0.2760951473
490	0.2760595737
491	0.2760246781
492	0.2758500909
493	0.2757755513
494	0.2757390385
495	0.2756821777
496	0.2756484728
497	0.2756128918
498	0.2755777123
499	0.2754828724
500	0.2754508084
501	0.2751394904
502	0.2751058829
503	0.2749281744
504	0.2748714496
505	0.2747153316
506	0.2745025776
507	0.2743682977
508	0.2741313663
509	0.27392046
510	0.2738632829
511	0.2738286003
512	0.2737552491
513	0.2735981897
514	0.2734774336
515	0.2734447043
516	0.2734126133
517	0.273120836
518	0.2730090326
519	0.2729781355
520	0.2729457157
521	0.2729145077
522	0.2727516792
523	0.2727201244
524	0.2726661921
525	0.2726349815
526	0.2725487991
527	0.2724327232
528	0.2722822958
529	0.2721257957
530	0.2718600585
531	0.271797692
532	0.2716547306
533	0.2716234568
534	0.2715727827
535	0.2714512869
536	0.2713175448
537	0.2712282608
538	0.2711971089
539	0.2711658661
540	0.2710911865
541	0.2710630027
542	0.270950684
543	0.2708308777
544	0.2707118793
545	0.2706335893
546	0.2704780049
547	0.2702837447
548	0.2702310442
549	0.270199054
550	0.2700129535
551	0.269909241
552	0.2698466862
553	0.2696602559
554	0.2696116351
555	0.2694095545
556	0.2692812029
557	0.2691961822
558	0.2691663534
559	0.2690054418
560	0.268794824
561	0.2687127767
562	0.268572048
563	0.2684487248
564	0.2683317527
565	0.2682515211
566	0.2682027316
567	0.268170451
568	0.2679882236
569	0.2678617833
570	0.2678319562
571	0.2678009288
572	0.2675945668
573	0.2674280159
574	0.2673596439
575	0.2672659583
576	0.2671956504
577	0.2670443159
578	0.266994551
579	0.2668863923
580	0.2667910136
581	0.2667641273
582	0.2667349288
583	0.2667056254
584	0.266629985
585	0.2664712433
586	0.2663453192
587	0.2662054663
588	0.2661114918
589	0.2660176883
590	0.2659462609
591	0.2658511711
592	0.265823286
593	0.2657741319
594	0.2656898319
595	0.2656143602
596	0.2653492536
597	0.2651369313
598	0.265107833
599	0.2650043841
600	0.2648305379
601	0.2647789331
602	0.2646945002
603	0.2645751009
604	0.2645053885
605	0.2642832893
606	0.264249884
607	0.2641976535
608	0.2640523168
609	0.2638526938
610	0.2637817106
611	0.2636186622
612	0.2633715174
613	0.2632745475
614	0.2632246732
615	0.2630893854
616	0.2630085595
617	0.2628588985
618	0.2627219627
619	0.262674187
620	0.2626287133
621	0.2625284284
622	0.2624620424
623	0.2623605751
624	0.2622572811
625	0.2620691937
626	0.2619887725
627	0.2617847408
628	0.2616825107
629	0.2616021786
630	0.2614415997
631	0.2613055592
632	0.2612780798
633	0.2611176278
634	0.2610911973
635	0.2610377757
636	0.2608137404
637	0.2606401973
638	0.2606125283
639	0.2605088787
640	0.2604384704
641	0.2603912548
642	0.2603446666
643	0.2602508632
644	0.2601795491
645	0.2601368261
646	0.2600133206
647	0.2599866527
648	0.25987996
649	0.2597810416
650	0.2595161921
651	0.2593228118
652	0.2592956069
653	0.2592325129
654	0.2591558173
655	0.2590492228
656	0.2589245748
657	0.2588699874
658	0.2587908152
659	0.2587261591
660	0.2586980386
661	0.2585530883
662	0.2584527986
663	0.2583819711
664	0.2582107037
665	0.2580974845
666	0.2579613841
667	0.2579017811
668	0.257856509
669	0.2577396949
670	0.2577130137
671	0.2574693867
672	0.2572910265
673	0.2572234718
674	0.2571979617
675	0.2571556024
676	0.2571143084
677	0.2569447607
678	0.2568712833
679	0.2567467415
680	0.2566107524
681	0.2564350761
682	0.2564074227
683	0.2563804233
684	0.2562607996
685	0.2560872588
686	0.2560205606
687	0.2559193632
688	0.2558332586
689	0.2558076841
690	0.2557358156
691	0.2556325195
692	0.2555448645
693	0.2554138312
694	0.255388048
695	0.2552297517
696	0.2550503321
697	0.2548658223
698	0.2546477398
699	0.2546066109
700	0.254482707
701	0.2544310266
702	0.2542857246
703	0.2541535421
704	0.2540521732
705	0.2540266371
706	0.2539640948
707	0.2538937791
708	0.2537286934
709	0.2536352363
710	0.2535670593
711	0.253406651
712	0.2533457979
713	0.2531985764
714	0.2530585956
715	0.252991074
716	0.2529061919
717	0.2528551331
718	0.2528117245
719	0.252722465
720	0.2526370845
721	0.2526111169
722	0.2525324769
723	0.2525086563
724	0.252273219
725	0.2521652898
726	0.2520228608
727	0.251961951
728	0.2517505963
729	0.2517253302
730	0.2516850466
731	0.2515160127
732	0.2513905679
733	0.251364305
734	0.2512679521
735	0.2512032189
736	0.2511779343
737	0.2511003951
738	0.2509914459
739	0.2509483003
740	0.2509243438
741	0.2508215841
742	0.2505956301
743	0.2504577803
744	0.2502924636
745	0.250196587
746	0.250173431
747	0.2501109379
748	0.249974396
749	0.2498236244
750	0.2496357663
751	0.2495569791
752	0.2495176119
753	0.2494205967
754	0.2493301472
755	0.2490916935
756	0.2490258461
757	0.2489833998
758	0.2488820397
759	0.2487537615
760	0.2487299022
761	0.2485816273
762	0.2485012287
763	0.248478398
764	0.2483693159
765	0.2482800945
766	0.2482569764
767	0.2481507867
768	0.2481290784
769	0.2480419925
770	0.2479579758
771	0.2477999357
772	0.2476988352
773	0.2476583161
774	0.2476177848
775	0.2475685195
776	0.2475238603
777	0.2474069853
778	0.2473074059
779	0.2472092807
780	0.2471550501
781	0.247058915
782	0.2468646309
783	0.2467273336
784	0.2466175877
785	0.2464793231
786	0.2463262768
787	0.2462303602
788	0.246206291
789	0.2461842544
790	0.2461320838
791	0.2460942798
792	0.2460540642
793	0.2459574866
794	0.2457458638
795	0.2457233708
796	0.2456576044
797	0.2455316404
798	0.2454418289
799	0.2453166746
800	0.2452302885
801	0.2451695608
802	0.2450210087
803	0.2449395015
804	0.2448861913
805	0.2448265312
806	0.2447093817
807	0.2446398378
808	0.2446171902
809	0.2445284272
810	0.2444869265
811	0.2444648449
812	0.2443819419
813	0.2443589127
814	0.2442310261
815	0.244166249
816	0.2441044204
817	0.2440546258
818	0.2440328783
819	0.2439802105
820	0.2439070245
821	0.2438251762
822	0.2437642168
823	0.2437431039
824	0.2436586955
825	0.2434749421
826	0.2434539768
827	0.2433413953
828	0.2433206143
829	0.2432661274
830	0.2432289075
831	0.2431215323
832	0.2430196025
833	0.2428027558
834	0.2427484959
835	0.2426383238
836	0.2425199002
837	0.2424979128
838	0.2423819528
839	0.2423333762
840	0.2422939762
841	0.2422726127
842	0.2422176649
843	0.242165105
844	0.2420687127
845	0.2420058342
846	0.2418925027
847	0.2417586124
848	0.2416843268
849	0.2416346671
850	0.2415943349
851	0.2415447703
852	0.2414661576
853	0.2414177123
854	0.2413350491
855	0.2412506122
856	0.2411888767
857	0.2410279222
858	0.2409162413
859	0.2408950024
860	0.2408586991
861	0.2408384826
862	0.2407483325
863	0.2406084331
864	0.240556036
865	0.2404861356
866	0.2403550394
867	0.2402516715
868	0.2401699142
869	0.2401353564
870	0.2400786412
871	0.2400585544
872	0.2400196485
873	0.2399321813
874	0.2398707296
875	0.2398273619
876	0.239771183
877	0.2397222104
878	0.2396193877
879	0.2395071029
880	0.239460389
881	0.2394165417
882	0.2393687916
883	0.2393006194
884	0.2392525442
885	0.2391074436
886	0.239060371
887	0.2390301913
888	0.2390094056
889	0.2389625097
890	0.2389436999
891	0.2388790529
892	0.2387655215
893	0.2385659852
894	0.2384731075
895	0.2384257288
896	0.2384019844
897	0.2383668448
898	0.2383195101
899	0.2382347215
900	0.2382152728
901	0.2380771967
902	0.2380113092
903	0.237991358
904	0.237899984
905	0.237808096
906	0.2377517234
907	0.2376495596
908	0.2376019285
909	0.2375787057
910	0.2375044408
911	0.2373520887
912	0.2373307241
913	0.2372809897
914	0.2372599481
915	0.2371394649
916	0.2370716165
917	0.2370353392
918	0.2369765059
919	0.2369567657
920	0.2369374293
921	0.2367382009
922	0.2366822116
923	0.2365980401
924	0.2364718419
925	0.2364330184
926	0.2363534993
927	0.2362682059
928	0.2361089218
929	0.2360753797
930	0.2359635096
931	0.2359001383
932	0.235766331
933	0.2357123867
934	0.2356602608
935	0.2355696252
936	0.2355174349
937	0.2354707964
938	0.2353660094
939	0.235318782
940	0.2352897373
941	0.2352135967
942	0.2351707302
943	0.2351143211
944	0.2350927181
945	0.2350497499
946	0.2349535634
947	0.2348776448
948	0.2347849115
949	0.2347385504
950	0.2346856574
951	0.2346540216
952	0.2344835972
953	0.2344398981
954	0.2343211299
955	0.2342691844
956	0.2341906724
957	0.2340744292
958	0.2339748304
959	0.233927805
960	0.2338466891
961	0.2338272817
962	0.2337829068
963	0.233739816
964	0.2335528279
965	0.2335191363
966	0.233470174
967	0.2333870818
968	0.2333675445
969	0.2332606075
970	0.2331721421
971	0.2331513339
972	0.2330691712
973	0.232879078
974	0.2327382708
975	0.2326521408
976	0.232559139
977	0.2324566395
978	0.2324037313
979	0.2323855051
980	0.2323596179
981	0.232316514
982	0.2322493352
983	0.232208622
984	0.2320801636
985	0.2319303597
986	0.2318737161
987	0.2317360885
988	0.2316935927
989	0.231614956
990	0.2315742084
991	0.231527172
992	0.2314717018
993	0.2314194842
994	0.2313623224
995	0.2312513736
996	0.2312318326
997	0.231188551
998	0.2311496195
999	0.2310579906
