Number of Records,Borr Credit Score,Coborr Credit Score,First Pmt Date,Loan Identifier,Loan Purp,Mort Ins Type,Num Borrowers,Num Units,Occ Type,Orig CLTV,Orig Channel,Orig Date,Orig Debt Inc Ratio,Orig Int Rate,Orig LTV,Orig Loan Term,Orig UPB,P M Iperct,Prop State,Prop Type,Reloc Mort Ind,Seller Name,Zip Code
1,700,,3/1/2019,348337623154,R,0,1,1,P,56,R,1/1/2019,32,4.75%,56,360,201000,,AZ,SF,N,"AMERIHOME MORTGAGE COMPANY, LLC",00850
1,627,,3/1/2019,123721368817,R,0,1,1,P,50,R,1/1/2019,35,5.13%,50,360,103000,,CA,SF,N,"AMERIHOME MORTGAGE COMPANY, LLC",00932
1,703,,3/1/2019,125377091949,R,0,1,1,P,70,R,1/1/2019,48,4.99%,70,360,165000,,TN,SF,N,"AMERIHOME MORTGAGE COMPANY, LLC",00381
1,741,,4/1/2019,452101656173,R,0,1,1,P,75,R,2/1/2019,46,4.25%,75,360,125000,,VA,SF,N,"AMERIHOME MORTGAGE COMPANY, LLC",00240
1,781,,3/1/2019,168115830359,R,0,1,1,P,79,R,1/1/2019,32,4.63%,79,360,544000,,CA,SF,N,DITECH FINANCIAL LLC,00907
1,790,,3/1/2019,370372049683,R,0,1,1,P,42,R,1/1/2019,33,4.49%,42,360,134000,,NJ,SF,N,DITECH FINANCIAL LLC,00088
1,652,,3/1/2019,287086238200,R,0,1,1,P,18,R,1/1/2019,41,4.75%,9,360,227000,,CA,SF,N,DITECH FINANCIAL LLC,00902
1,812,,4/1/2019,283917629411,R,0,1,1,P,5,R,2/1/2019,6,5.63%,5,360,24000,,CA,SF,N,DITECH FINANCIAL LLC,00939
1,661,,4/1/2019,341051284268,R,0,1,1,P,36,R,2/1/2019,17,5.25%,36,360,33000,,AL,SF,N,DITECH FINANCIAL LLC,00359
1,813,,4/1/2019,359822232337,R,0,1,1,P,62,R,2/1/2019,37,5.00%,62,360,76000,,IN,SF,N,DITECH FINANCIAL LLC,00477
1,808,,4/1/2019,284720461765,R,0,1,1,P,62,R,2/1/2019,38,4.88%,62,360,94000,,MI,SF,N,DITECH FINANCIAL LLC,00488
1,649,,4/1/2019,452377390433,R,0,1,1,P,80,R,2/1/2019,41,5.38%,80,360,50000,,AR,SF,N,DITECH FINANCIAL LLC,00729
1,712,,4/1/2019,145783109014,R,0,1,1,P,52,R,2/1/2019,48,5.38%,52,360,50000,,KY,SF,N,DITECH FINANCIAL LLC,00400
1,721,,5/1/2019,460077860149,R,0,1,1,P,60,R,3/1/2019,29,4.50%,60,360,582000,,CA,SF,N,DITECH FINANCIAL LLC,00945
1,745,,5/1/2019,304455324518,R,0,1,1,P,80,R,3/1/2019,38,4.63%,80,360,146000,,FL,SF,N,DITECH FINANCIAL LLC,00344
1,660,,5/1/2019,103985068597,R,0,1,1,P,69,R,3/1/2019,49,4.99%,69,360,181000,,TX,SF,N,DITECH FINANCIAL LLC,00770
1,725,,5/1/2019,361432548679,R,0,1,1,P,62,R,3/1/2019,50,4.88%,62,360,53000,,AL,SF,N,DITECH FINANCIAL LLC,00359
1,717,,5/1/2019,165327317919,R,0,1,1,P,68,R,3/1/2019,50,4.38%,68,360,346000,,CA,SF,N,DITECH FINANCIAL LLC,00907
1,807,,2/1/2019,162081019987,R,0,1,1,P,43,R,1/1/2019,46,4.75%,43,360,213000,,WA,SF,N,"EAGLE HOME MORTGAGE, LLC",00982
1,779,,3/1/2019,366192642415,R,0,1,1,P,74,R,1/1/2019,23,4.75%,74,360,243000,,OR,SF,N,"EAGLE HOME MORTGAGE, LLC",00975
1,793,,3/1/2019,309793373239,R,0,1,1,P,46,R,1/1/2019,39,4.75%,46,360,115000,,ID,SF,N,"EAGLE HOME MORTGAGE, LLC",00837
1,762,,3/1/2019,131027163732,R,0,1,1,P,80,R,1/1/2019,21,4.75%,80,360,484000,,CA,SF,N,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,00953
1,659,,3/1/2019,409094946571,R,0,1,1,P,75,R,1/1/2019,34,5.38%,75,360,320000,,WI,SF,N,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,00530
1,715,,3/1/2019,193894585697,R,0,1,1,P,60,R,1/1/2019,36,4.88%,60,360,180000,,TX,SF,N,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,00751
1,755,,3/1/2019,218699267905,R,0,1,1,P,79,R,1/1/2019,37,5.13%,79,360,317000,,NJ,SF,N,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,00077
1,664,,3/1/2019,205467665684,R,0,1,1,P,64,R,1/1/2019,39,5.13%,64,360,105000,,AL,SF,N,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,00350
1,676,,3/1/2019,477498097069,R,0,1,1,P,61,R,1/1/2019,39,5.13%,61,360,210000,,IL,SF,N,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,00601
1,719,,3/1/2019,446215220477,R,0,1,1,P,74,R,1/1/2019,40,4.88%,74,360,148000,,PA,SF,N,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,00173
1,757,,3/1/2019,326870416341,R,0,1,1,P,57,R,1/1/2019,41,4.75%,57,360,234000,,WA,SF,N,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,00983
1,723,,3/1/2019,180973122817,R,0,1,1,P,70,R,1/1/2019,49,5.13%,70,360,692000,,CA,SF,N,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,00951
1,713,,3/1/2019,450327070638,R,0,1,1,P,70,R,1/1/2019,49,5.25%,70,360,164000,,FL,SF,N,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,00337
1,674,,3/1/2019,246833235699,R,0,1,1,P,69,R,1/1/2019,49,4.75%,69,360,270000,,MA,SF,N,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,00018
1,661,,4/1/2019,438616620990,R,0,1,1,P,65,R,2/1/2019,22,4.75%,65,360,464000,,CA,SF,N,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,00940
1,765,,4/1/2019,106855960918,R,0,1,1,P,56,R,2/1/2019,24,4.50%,56,360,95000,,MN,SF,N,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,00559
1,793,,4/1/2019,425473350771,R,0,1,1,P,74,R,2/1/2019,25,4.75%,74,360,205000,,AZ,SF,N,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,00853
1,719,,4/1/2019,391963295968,R,0,1,1,P,67,R,2/1/2019,31,4.75%,67,360,284000,,WA,SF,N,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,00980
1,707,,4/1/2019,231613469760,R,0,1,1,P,86,R,2/1/2019,33,4.99%,65,360,561000,,CO,SF,N,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,00801
1,726,,4/1/2019,167554731693,R,0,1,1,P,75,R,2/1/2019,38,4.38%,75,360,408000,,CO,SF,N,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,00801
1,696,,4/1/2019,378628684430,R,0,1,1,P,65,R,2/1/2019,50,4.88%,65,360,218000,,CA,SF,N,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,00953
1,814,,5/1/2019,249370423623,R,0,1,1,P,80,R,3/1/2019,16,4.49%,80,360,125000,,MO,SF,N,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,00631
1,784,,5/1/2019,158180663092,R,0,1,1,P,64,R,3/1/2019,24,4.63%,64,360,118000,,TX,SF,N,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,00761
1,750,,5/1/2019,454596079650,R,0,1,1,P,62,R,3/1/2019,38,4.38%,62,360,517000,,WA,SF,N,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,00981
1,746,,5/1/2019,390312832728,R,0,1,1,P,90,R,3/1/2019,42,4.63%,53,360,425000,,IL,SF,N,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,00605
1,726,,5/1/2019,316091520602,R,0,1,1,P,80,R,3/1/2019,44,4.88%,80,360,303000,,NJ,SF,N,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,00070
1,703,,3/1/2019,263620221059,R,0,1,1,P,67,R,1/1/2019,18,5.08%,67,360,297000,,MI,SF,N,"FLAGSTAR BANK, FSB",00482
1,772,,3/1/2019,472273417091,R,0,1,1,P,80,R,1/1/2019,28,4.81%,80,360,409000,,MI,SF,N,"FLAGSTAR BANK, FSB",00482
1,799,,4/1/2019,103461743800,R,0,1,1,P,59,R,2/1/2019,38,4.53%,59,360,159000,,NH,SF,N,"FLAGSTAR BANK, FSB",00032
1,679,,4/1/2019,361712112715,R,0,1,1,P,60,R,2/1/2019,41,4.57%,60,360,390000,,CO,SF,N,"FLAGSTAR BANK, FSB",00801
1,679,,4/1/2019,319531558938,R,0,1,1,P,49,R,2/1/2019,50,4.32%,49,360,185000,,SC,SF,N,"FLAGSTAR BANK, FSB",00294
1,709,,3/1/2019,165501994094,R,0,1,1,P,78,R,1/1/2019,35,4.63%,78,360,176000,,MN,SF,N,FREEDOM MORTGAGE CORP.,00554
1,666,,3/1/2019,221203700513,R,0,1,1,P,59,R,1/1/2019,42,4.88%,59,360,160000,,MA,SF,N,FREEDOM MORTGAGE CORP.,00015
1,718,,3/1/2019,239529459233,R,0,1,1,P,79,R,1/1/2019,42,4.88%,79,360,357000,,WA,SF,N,FREEDOM MORTGAGE CORP.,00982
1,668,,3/1/2019,253370156812,R,0,1,1,P,59,R,1/1/2019,44,4.50%,59,360,317000,,NJ,SF,N,FREEDOM MORTGAGE CORP.,00088
1,769,,3/1/2019,346117648112,R,0,1,1,P,78,R,1/1/2019,49,4.75%,78,360,292000,,CO,SF,N,FREEDOM MORTGAGE CORP.,00800
1,688,,2/1/2019,251967411906,R,0,1,1,P,76,R,1/1/2019,39,5.38%,59,360,53000,,WI,SF,N,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",00535
1,808,,3/1/2019,483071412012,R,0,1,1,P,10,R,1/1/2019,13,5.00%,10,360,104000,,CA,SF,N,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",00945
1,816,,3/1/2019,368050343742,R,0,1,1,P,80,R,1/1/2019,22,4.63%,80,360,216000,,TX,SF,N,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",00762
1,788,,3/1/2019,390191451740,R,0,1,1,P,79,R,1/1/2019,33,5.13%,79,360,270000,,OH,SF,N,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",00458
1,728,,3/1/2019,379817972143,R,0,1,1,P,53,R,1/1/2019,37,4.88%,53,360,79000,,NC,SF,N,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",00286
1,764,,3/1/2019,258149283061,R,0,1,1,P,54,R,1/1/2019,39,4.75%,54,360,167000,,IL,SF,N,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",00605
1,727,,3/1/2019,393635344702,R,0,1,1,P,61,R,1/1/2019,42,4.88%,61,360,228000,,CA,SF,N,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",00923
1,795,,3/1/2019,202570759325,R,0,1,1,P,96,R,1/1/2019,42,4.88%,77,360,305000,,CA,SF,N,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",00917
1,776,,3/1/2019,484913398177,R,0,1,1,P,75,R,1/1/2019,45,4.75%,75,360,178000,,MI,SF,N,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",00480
1,792,,3/1/2019,450370175570,R,0,1,1,P,60,R,1/1/2019,47,5.25%,60,360,155000,,NY,SF,N,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",00105
1,773,,3/1/2019,106664569195,R,0,1,1,P,51,R,1/1/2019,49,4.75%,51,360,222000,,WA,SF,N,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",00981
1,800,,4/1/2019,168052424975,R,0,1,1,P,49,R,2/1/2019,31,5.00%,49,360,119000,,FL,SF,N,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",00328
1,754,,4/1/2019,116373411641,R,0,1,1,P,17,R,2/1/2019,40,4.75%,17,360,219000,,CA,SF,N,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",00950
1,787,,3/1/2019,436058954280,R,0,1,1,P,63,R,1/1/2019,47,4.75%,63,360,210000,,AZ,SF,N,"LAKEVIEW LOAN SERVICING, LLC",00850
1,649,,4/1/2019,276960461629,R,0,1,1,P,53,R,2/1/2019,26,4.63%,53,360,103000,,AL,SF,N,"LAKEVIEW LOAN SERVICING, LLC",00351
1,718,,4/1/2019,103702977214,R,0,1,1,P,67,R,2/1/2019,26,5.50%,67,360,108000,,WV,SF,N,"LAKEVIEW LOAN SERVICING, LLC",00254
1,779,,3/1/2019,290856213142,R,0,1,1,P,62,R,1/1/2019,25,4.38%,62,360,345000,,SC,SF,N,"MOVEMENT MORTGAGE, LLC",00294
1,756,,3/1/2019,107899727776,R,0,1,1,P,57,R,1/1/2019,32,4.63%,57,360,159000,,LA,SF,N,"MOVEMENT MORTGAGE, LLC",00700
1,,,3/1/2019,178071353326,R,0,1,1,P,76,R,1/1/2019,33,6.13%,76,360,45000,,NC,SF,N,"MOVEMENT MORTGAGE, LLC",00272
1,689,,3/1/2019,256077095644,R,0,1,1,P,52,R,1/1/2019,36,4.63%,52,360,138000,,MD,SF,N,"MOVEMENT MORTGAGE, LLC",00210
1,711,,3/1/2019,338825767077,R,0,1,1,P,70,R,1/1/2019,37,4.88%,70,360,497000,,CA,SF,N,"MOVEMENT MORTGAGE, LLC",00926
1,779,,3/1/2019,164101427751,R,0,1,1,P,80,R,1/1/2019,41,5.25%,80,360,308000,,CA,SF,N,"MOVEMENT MORTGAGE, LLC",00959
1,689,,3/1/2019,448083953591,R,0,1,1,P,73,R,1/1/2019,42,4.88%,73,360,130000,,FL,SF,N,"MOVEMENT MORTGAGE, LLC",00344
1,749,,3/1/2019,421635499328,R,0,1,1,P,41,R,1/1/2019,44,4.88%,41,360,169000,,CA,SF,N,"MOVEMENT MORTGAGE, LLC",00958
1,720,,3/1/2019,436973731536,R,0,1,1,P,83,R,1/1/2019,44,5.00%,75,360,675000,,CA,SF,N,"MOVEMENT MORTGAGE, LLC",00913
1,652,,3/1/2019,497004649603,R,0,1,1,P,60,R,1/1/2019,50,4.63%,60,360,170000,,AK,SF,N,"MOVEMENT MORTGAGE, LLC",00996
1,820,,3/1/2019,326486925695,R,0,1,1,P,77,R,1/1/2019,50,5.13%,77,360,529000,,CA,SF,N,"MOVEMENT MORTGAGE, LLC",00920
1,651,,4/1/2019,441221829113,R,0,1,1,P,78,R,2/1/2019,21,4.75%,78,360,272000,,PA,SF,N,"MOVEMENT MORTGAGE, LLC",00191
1,725,,4/1/2019,155978956164,R,0,1,1,P,77,R,2/1/2019,23,4.63%,77,360,250000,,NC,SF,N,"MOVEMENT MORTGAGE, LLC",00287
1,806,,4/1/2019,170485567416,R,0,1,1,P,53,R,2/1/2019,42,3.88%,53,360,394000,,NC,SF,N,"MOVEMENT MORTGAGE, LLC",00276
1,752,,4/1/2019,239863641228,R,0,1,1,P,73,R,2/1/2019,45,4.75%,73,360,137000,,FL,SF,N,"MOVEMENT MORTGAGE, LLC",00322
1,796,,4/1/2019,168748527321,R,0,1,1,P,19,R,2/1/2019,47,4.63%,19,360,176000,,TX,SF,N,"MOVEMENT MORTGAGE, LLC",00786
1,681,,3/1/2019,233304372039,R,0,1,1,P,77,R,1/1/2019,21,4.88%,77,360,326000,,MD,SF,N,"NATIONSTAR MORTGAGE, LLC",00209
1,692,,3/1/2019,239506772465,R,0,1,1,P,40,R,1/1/2019,22,4.99%,40,360,169000,,CO,SF,N,"NATIONSTAR MORTGAGE, LLC",00800
1,654,,3/1/2019,192616832062,R,0,1,1,P,71,R,1/1/2019,25,5.75%,71,360,159000,,VA,SF,N,"NATIONSTAR MORTGAGE, LLC",00231
1,816,,3/1/2019,417323748389,R,0,1,1,P,49,R,1/1/2019,27,4.50%,49,360,388000,,CA,SF,N,"NATIONSTAR MORTGAGE, LLC",00900
1,794,,3/1/2019,492731061861,R,0,1,1,P,60,R,1/1/2019,33,4.50%,60,360,341000,,CA,SF,N,"NATIONSTAR MORTGAGE, LLC",00956
1,791,,3/1/2019,484935930287,R,0,1,1,P,80,R,1/1/2019,34,4.88%,80,360,191000,,NY,SF,N,"NATIONSTAR MORTGAGE, LLC",00142
1,642,,3/1/2019,138623184566,R,0,1,1,P,67,R,1/1/2019,37,5.49%,67,360,129000,,RI,SF,N,"NATIONSTAR MORTGAGE, LLC",00029
1,686,,3/1/2019,241944811884,R,0,1,1,P,63,R,1/1/2019,37,4.75%,63,360,219000,,VA,SF,N,"NATIONSTAR MORTGAGE, LLC",00201
1,729,,3/1/2019,429784155666,R,0,1,1,P,75,R,1/1/2019,41,4.99%,75,360,97000,,IA,SF,N,"NATIONSTAR MORTGAGE, LLC",00503
1,621,,3/1/2019,269673676158,R,0,1,1,P,74,R,1/1/2019,46,5.88%,74,360,103000,,FL,SF,N,"NATIONSTAR MORTGAGE, LLC",00325
1,746,,3/1/2019,211792550119,R,0,1,1,P,75,R,1/1/2019,49,4.88%,75,360,461000,,CA,SF,N,"NATIONSTAR MORTGAGE, LLC",00907
1,808,,4/1/2019,116883121835,R,0,1,1,P,71,R,2/1/2019,15,4.99%,71,360,114000,,MO,SF,N,"NATIONSTAR MORTGAGE, LLC",00631
1,663,,4/1/2019,388234360509,R,0,1,1,P,65,R,2/1/2019,18,4.88%,65,360,90000,,TX,SF,N,"NATIONSTAR MORTGAGE, LLC",00760
1,672,,4/1/2019,429983704016,R,0,1,1,P,48,R,2/1/2019,30,4.63%,48,360,131000,,TX,SF,N,"NATIONSTAR MORTGAGE, LLC",00760
1,657,,4/1/2019,395348744605,R,0,1,1,P,60,R,2/1/2019,33,4.88%,60,360,430000,,CA,SF,N,"NATIONSTAR MORTGAGE, LLC",00919
1,698,,4/1/2019,351576498655,R,0,1,1,P,36,R,2/1/2019,40,5.13%,36,360,53000,,NY,SF,N,"NATIONSTAR MORTGAGE, LLC",00145
1,781,,4/1/2019,224455799793,R,0,1,1,P,48,R,2/1/2019,43,4.99%,48,360,129000,,CA,SF,N,"NATIONSTAR MORTGAGE, LLC",00959
1,727,,4/1/2019,391934844879,R,0,1,1,P,41,R,2/1/2019,44,4.88%,41,360,225000,,FL,SF,N,"NATIONSTAR MORTGAGE, LLC",00333
1,725,,4/1/2019,429470509147,R,0,1,1,P,65,R,2/1/2019,44,5.38%,65,360,252000,,MD,SF,N,"NATIONSTAR MORTGAGE, LLC",00208
1,698,,4/1/2019,226966668515,R,0,1,1,P,52,R,2/1/2019,46,4.63%,52,360,465000,,CT,SF,N,"NATIONSTAR MORTGAGE, LLC",00069
1,725,,4/1/2019,484767803426,R,0,1,1,P,62,R,2/1/2019,46,4.99%,62,360,175000,,MA,SF,N,"NATIONSTAR MORTGAGE, LLC",00018
1,675,,4/1/2019,228513576782,R,0,1,1,P,70,R,2/1/2019,48,4.38%,70,360,278000,,FL,SF,N,"NATIONSTAR MORTGAGE, LLC",00347
1,733,,4/1/2019,239357730029,R,0,1,1,P,70,R,2/1/2019,48,4.88%,70,360,251000,,TX,SF,N,"NATIONSTAR MORTGAGE, LLC",00751
1,727,,5/1/2019,335166747787,R,0,1,1,P,60,R,3/1/2019,26,4.88%,60,360,142000,,MI,SF,N,"NATIONSTAR MORTGAGE, LLC",00483
1,724,,3/1/2019,155200515112,R,0,1,1,P,27,R,1/1/2019,5,4.88%,27,360,400000,,IL,SF,N,OTHER,00606
1,803,,3/1/2019,475487264910,R,0,1,1,P,18,R,1/1/2019,8,4.38%,18,360,86000,,UT,SF,N,OTHER,00840
1,733,,3/1/2019,235517459374,R,0,1,1,P,73,R,1/1/2019,15,5.25%,73,360,382000,,NV,SF,N,OTHER,00895
1,798,,3/1/2019,231388113703,R,0,1,1,P,64,R,1/1/2019,16,4.63%,64,360,208000,,NJ,SF,N,OTHER,00087
1,712,,3/1/2019,156383296052,R,0,1,1,P,90,R,1/1/2019,16,4.88%,75,360,373000,,NJ,SF,N,OTHER,00070
1,,,3/1/2019,115349325035,R,0,1,1,P,70,R,1/1/2019,18,5.75%,70,360,72000,,IN,SF,N,OTHER,00461
1,770,,3/1/2019,270872333249,R,0,1,1,P,80,R,1/1/2019,18,5.13%,80,360,204000,,MO,SF,N,OTHER,00650
1,693,,3/1/2019,273674966605,R,0,1,1,P,29,R,1/1/2019,19,4.63%,29,360,255000,,MA,SF,N,OTHER,00024
1,706,,3/1/2019,113300511872,R,0,1,1,P,50,R,1/1/2019,19,5.00%,50,360,191000,,MD,SF,N,OTHER,00217
1,795,,3/1/2019,302620295438,R,0,1,1,P,80,R,1/1/2019,19,5.25%,80,360,89000,,SC,SF,N,OTHER,00292
1,678,,3/1/2019,415600464831,R,0,1,1,P,73,R,1/1/2019,20,4.88%,73,360,157000,,FL,SF,N,OTHER,00339
1,707,,3/1/2019,140497142122,R,0,1,1,P,75,R,1/1/2019,20,4.88%,75,360,142000,,OR,SF,N,OTHER,00973
1,822,,3/1/2019,153737667566,R,0,1,1,P,74,R,1/1/2019,21,4.50%,74,360,103000,,CO,SF,N,OTHER,00813
1,787,,3/1/2019,103582022635,R,0,1,1,P,52,R,1/1/2019,21,4.50%,52,360,107000,,PA,SF,N,OTHER,00191
1,813,,3/1/2019,180719565209,R,0,1,1,P,25,R,1/1/2019,22,4.38%,25,360,183000,,CA,SF,N,OTHER,00956
1,760,,3/1/2019,257040277152,R,0,1,1,P,79,R,1/1/2019,22,4.88%,79,360,82000,,IA,SF,N,OTHER,00520
1,787,,3/1/2019,496711973607,R,0,1,1,P,70,R,1/1/2019,22,4.50%,70,360,411000,,MA,SF,N,OTHER,00019
1,803,,3/1/2019,196212474082,R,0,1,1,P,60,R,1/1/2019,22,4.75%,60,360,205000,,OH,SF,N,OTHER,00432
1,770,,3/1/2019,129440844874,R,0,1,1,P,73,R,1/1/2019,22,4.13%,73,360,196000,,PA,SF,N,OTHER,00183
1,652,,3/1/2019,254918751439,R,0,1,1,P,80,R,1/1/2019,22,5.50%,80,360,102000,,VA,SF,N,OTHER,00232
1,682,,3/1/2019,441540005699,R,0,1,1,P,80,R,1/1/2019,23,4.99%,80,360,344000,,CA,SF,N,OTHER,00945
1,738,,3/1/2019,462773486288,R,0,1,1,P,58,R,1/1/2019,23,4.63%,58,360,180000,,CO,SF,N,OTHER,00804
1,740,,3/1/2019,269503069362,R,0,1,1,P,58,R,1/1/2019,23,4.38%,58,360,344000,,IL,SF,N,OTHER,00602
1,783,,3/1/2019,320026945437,R,0,1,1,P,44,R,1/1/2019,24,4.50%,44,360,180000,,MA,SF,N,OTHER,00015
1,808,,3/1/2019,455980141428,R,0,1,1,P,52,R,1/1/2019,24,4.50%,52,360,49000,,MN,SF,N,OTHER,00563
1,761,,3/1/2019,344023218085,R,0,1,1,P,80,R,1/1/2019,24,5.25%,80,360,92000,,NC,SF,N,OTHER,00280
1,776,,3/1/2019,345757476422,R,0,1,1,P,66,R,1/1/2019,24,4.75%,66,360,124000,,NH,SF,N,OTHER,00038
1,714,,3/1/2019,490677482854,R,0,1,1,P,41,R,1/1/2019,24,5.88%,41,360,57000,,PA,SF,N,OTHER,00163
1,749,,3/1/2019,278343763309,R,0,1,1,P,30,R,1/1/2019,25,4.88%,30,360,151000,,CO,SF,N,OTHER,00814
1,718,,3/1/2019,471615899240,R,0,1,1,P,60,R,1/1/2019,25,4.88%,60,360,122000,,MD,SF,N,OTHER,00212
1,814,,3/1/2019,425461800734,R,0,1,1,P,35,R,1/1/2019,25,5.13%,35,360,64000,,OR,SF,N,OTHER,00975
1,782,,3/1/2019,262266595698,R,0,1,1,P,71,R,1/1/2019,25,5.25%,71,360,390000,,UT,SF,N,OTHER,00841
1,759,,3/1/2019,395482572877,R,0,1,1,P,55,R,1/1/2019,26,5.00%,55,360,212000,,FL,SF,N,OTHER,00331
1,755,,3/1/2019,106262187636,R,0,1,1,P,80,R,1/1/2019,26,5.25%,80,360,142000,,IL,SF,N,OTHER,00617
1,782,,3/1/2019,298477293038,R,0,1,1,P,17,R,1/1/2019,27,4.63%,17,360,88000,,CA,SF,N,OTHER,00957
1,685,,4/1/2019,730764340228,C,0,1,1,P,80,R,1/1/2019,32,4.99%,80,360,237000,,TX,SF,N,QUICKEN LOANS INC.,00760
1,803,,3/1/2019,596984334708,C,0,1,1,P,46,R,2/1/2019,24,4.75%,46,360,230000,,CA,SF,N,QUICKEN LOANS INC.,00917
1,794,,3/1/2019,576136478700,C,0,1,1,P,30,R,2/1/2019,28,4.99%,30,360,130000,,NM,SF,N,QUICKEN LOANS INC.,00870
1,694,,3/1/2019,591463972477,C,0,1,1,P,55,R,2/1/2019,29,4.25%,55,360,250000,,CA,SF,N,QUICKEN LOANS INC.,00913
1,707,,3/1/2019,530133011172,C,0,1,1,P,80,R,2/1/2019,31,4.99%,80,360,180000,,FL,SF,N,QUICKEN LOANS INC.,00337
1,621,,3/1/2019,665407099145,C,0,1,1,P,63,R,2/1/2019,34,5.63%,63,360,450000,,LA,SF,N,QUICKEN LOANS INC.,00706
1,805,,3/1/2019,509207538906,C,0,1,1,P,52,R,2/1/2019,36,4.99%,52,360,163000,,TN,SF,N,QUICKEN LOANS INC.,00371
1,720,,3/1/2019,599210097080,C,0,1,1,P,80,R,2/1/2019,38,4.88%,80,360,152000,,MA,SF,N,QUICKEN LOANS INC.,00014
1,771,,3/1/2019,826941232874,C,0,1,1,P,60,R,2/1/2019,38,4.13%,60,360,150000,,VA,SF,N,QUICKEN LOANS INC.,00232
1,664,,3/1/2019,573794549264,C,0,1,1,P,69,R,2/1/2019,40,4.75%,69,360,163000,,FL,SF,N,QUICKEN LOANS INC.,00330
1,745,,3/1/2019,531123811875,C,0,1,1,P,59,R,2/1/2019,40,4.75%,59,360,157000,,NH,SF,N,QUICKEN LOANS INC.,00030
1,679,,3/1/2019,741725596637,C,0,1,1,P,80,R,2/1/2019,41,5.63%,80,360,123000,,NC,SF,N,QUICKEN LOANS INC.,00284
1,787,,3/1/2019,616473817108,C,0,1,1,P,59,R,2/1/2019,43,4.56%,59,360,134000,,TN,SF,N,QUICKEN LOANS INC.,00371
1,646,,3/1/2019,503951934581,C,0,1,1,P,55,R,2/1/2019,44,4.99%,55,360,131000,,MI,SF,N,QUICKEN LOANS INC.,00484
1,792,,3/1/2019,596210597954,C,0,1,1,P,62,R,2/1/2019,44,4.75%,62,360,101000,,MN,SF,N,QUICKEN LOANS INC.,00559
1,687,,3/1/2019,522441165892,C,0,1,1,P,80,R,2/1/2019,45,5.25%,80,360,298000,,CA,SF,N,QUICKEN LOANS INC.,00923
1,802,,3/1/2019,885870559658,C,0,1,1,P,43,R,2/1/2019,45,4.50%,43,360,106000,,FL,SF,N,QUICKEN LOANS INC.,00337
1,779,,3/1/2019,831264355175,C,0,1,1,P,73,R,2/1/2019,49,4.99%,73,360,113000,,PA,SF,N,QUICKEN LOANS INC.,00164
1,625,,3/1/2019,839973383153,C,0,1,1,P,39,R,2/1/2019,50,4.88%,39,360,141000,,NY,SF,N,QUICKEN LOANS INC.,00117
1,799,,4/1/2019,761233910327,C,0,1,1,P,23,R,2/1/2019,12,4.75%,23,360,126000,,UT,SF,N,QUICKEN LOANS INC.,00843
1,773,,4/1/2019,585329531184,C,0,1,1,P,72,R,2/1/2019,13,4.25%,72,360,175000,,AL,SF,N,QUICKEN LOANS INC.,00354
1,807,,4/1/2019,633863219312,C,0,1,1,P,28,R,2/1/2019,13,5.50%,28,360,50000,,CO,SF,N,QUICKEN LOANS INC.,00812
1,633,,4/1/2019,816331524397,C,0,1,1,P,38,R,2/1/2019,13,5.75%,38,360,100000,,TX,SF,N,QUICKEN LOANS INC.,00797
