Number of Records,Borr Credit Score,Coborr Credit Score,First Pmt Date,Loan Identifier,Loan Purp,Mort Ins Type,Num Borrowers,Num Units,Occ Type,Orig CLTV,Orig Channel,Orig Date,Orig Debt Inc Ratio,Orig Int Rate,Orig LTV,Orig Loan Term,Orig UPB,P M Iperct,Prop State,Prop Type,Reloc Mort Ind,Seller Name,Zip Code
1,690,,3/1/2019,231871338777,C,0,1,1,P,75,C,1/1/2019,32,4.88%,75,360,249000,,CA,SF,N,"WELLS FARGO BANK, N.A.",00953
1,760,,3/1/2019,183270780407,C,0,1,1,P,48,C,1/1/2019,32,4.88%,48,360,97000,,GA,SF,N,"WELLS FARGO BANK, N.A.",00314
1,780,,3/1/2019,246253317807,C,0,1,1,P,72,C,1/1/2019,32,4.63%,72,360,300000,,GA,SF,N,"WELLS FARGO BANK, N.A.",00300
1,766,,3/1/2019,209601080263,C,0,1,1,P,43,C,1/1/2019,32,5.00%,43,360,36000,,LA,SF,N,"WELLS FARGO BANK, N.A.",00704
1,773,,3/1/2019,225784460183,C,0,1,1,P,22,C,1/1/2019,33,4.88%,22,360,100000,,CA,SF,N,"WELLS FARGO BANK, N.A.",00913
1,640,,3/1/2019,265936585774,C,0,1,1,P,53,C,1/1/2019,33,4.50%,53,360,313000,,CA,SF,N,"WELLS FARGO BANK, N.A.",00900
1,813,,3/1/2019,423801250485,C,0,1,1,P,80,C,1/1/2019,33,4.75%,80,360,436000,,CA,SF,N,"WELLS FARGO BANK, N.A.",00917
1,698,,3/1/2019,473757825850,C,0,1,1,P,53,C,1/1/2019,34,4.38%,53,360,89000,,AL,SF,N,"WELLS FARGO BANK, N.A.",00356
1,776,,3/1/2019,368637148261,C,0,1,1,P,78,C,1/1/2019,34,5.13%,78,360,350000,,CA,SF,N,"WELLS FARGO BANK, N.A.",00957
1,716,,3/1/2019,220687441632,C,0,1,1,P,43,C,1/1/2019,34,4.88%,43,360,166000,,GA,SF,N,"WELLS FARGO BANK, N.A.",00302
1,750,,3/1/2019,305746295277,C,0,1,1,P,80,C,1/1/2019,34,5.50%,80,360,178000,,NV,SF,N,"WELLS FARGO BANK, N.A.",00895
1,772,,3/1/2019,144632447933,C,0,1,1,P,57,C,1/1/2019,34,4.88%,57,360,395000,,WA,SF,N,"WELLS FARGO BANK, N.A.",00980
1,782,,3/1/2019,463785640103,C,0,1,1,P,7,C,1/1/2019,35,4.38%,7,360,78000,,CA,SF,N,"WELLS FARGO BANK, N.A.",00902
1,762,,3/1/2019,123892247229,C,0,1,1,P,18,C,1/1/2019,35,4.88%,18,360,175000,,CA,SF,N,"WELLS FARGO BANK, N.A.",00954
1,731,,3/1/2019,337789280662,C,0,1,1,P,80,C,1/1/2019,35,4.88%,80,360,184000,,MO,SF,N,"WELLS FARGO BANK, N.A.",00631
1,693,,3/1/2019,350995384802,C,0,1,1,P,30,C,1/1/2019,35,5.38%,30,360,65000,,OH,SF,N,"WELLS FARGO BANK, N.A.",00432
1,661,,3/1/2019,141470775855,C,0,1,1,P,65,C,1/1/2019,35,4.88%,65,360,124000,,WA,SF,N,"WELLS FARGO BANK, N.A.",00985
1,681,,3/1/2019,350422929999,C,0,1,1,P,62,C,1/1/2019,36,5.50%,62,360,130000,,AL,SF,N,"WELLS FARGO BANK, N.A.",00355
1,759,,3/1/2019,466498697582,C,0,1,1,P,69,C,1/1/2019,36,5.38%,69,360,195000,,CA,SF,N,"WELLS FARGO BANK, N.A.",00953
1,705,,3/1/2019,222244800989,C,0,1,1,P,80,C,1/1/2019,36,5.25%,80,360,251000,,CA,SF,N,"WELLS FARGO BANK, N.A.",00953
1,660,,3/1/2019,347782051564,C,0,1,1,P,80,C,1/1/2019,36,5.75%,80,360,152000,,IL,SF,N,"WELLS FARGO BANK, N.A.",00622
1,788,,3/1/2019,181610318069,C,0,1,1,P,63,C,1/1/2019,36,4.75%,63,360,363000,,MA,SF,N,"WELLS FARGO BANK, N.A.",00021
1,689,,3/1/2019,240338756528,C,0,1,1,P,69,C,1/1/2019,36,5.25%,69,360,262000,,MS,SF,N,"WELLS FARGO BANK, N.A.",00390
1,698,,3/1/2019,253942314655,C,0,1,1,P,80,C,1/1/2019,37,6.00%,80,360,248000,,CA,SF,N,"WELLS FARGO BANK, N.A.",00953
1,650,,3/1/2019,338495511586,C,0,1,1,P,69,C,1/1/2019,37,5.75%,69,360,109000,,FL,SF,N,"WELLS FARGO BANK, N.A.",00325
1,695,,3/1/2019,164762550444,C,0,1,1,P,75,C,1/1/2019,37,4.88%,75,360,221000,,FL,SF,N,"WELLS FARGO BANK, N.A.",00341
1,717,,3/1/2019,487684672043,C,0,1,1,P,65,C,1/1/2019,37,4.99%,65,360,161000,,GA,SF,N,"WELLS FARGO BANK, N.A.",00316
1,692,,3/1/2019,420710727809,C,0,1,1,P,80,C,1/1/2019,37,5.38%,80,360,220000,,GA,SF,N,"WELLS FARGO BANK, N.A.",00300
1,743,,3/1/2019,180042127331,C,0,1,1,P,68,C,1/1/2019,37,5.00%,68,360,155000,,LA,SF,N,"WELLS FARGO BANK, N.A.",00700
1,695,,3/1/2019,485814431235,C,0,1,1,P,53,C,1/1/2019,38,4.63%,53,360,316000,,CA,SF,N,"WELLS FARGO BANK, N.A.",00917
1,814,,3/1/2019,310791264194,C,0,1,1,P,48,C,1/1/2019,38,4.75%,48,360,227000,,CT,SF,N,"WELLS FARGO BANK, N.A.",00064
1,678,,3/1/2019,138614613630,C,0,1,1,P,75,C,1/1/2019,38,4.99%,75,360,191000,,CT,SF,N,"WELLS FARGO BANK, N.A.",00067
1,728,,3/1/2019,123497970615,C,0,1,1,P,51,C,1/1/2019,38,5.25%,51,360,500000,,NY,SF,N,"WELLS FARGO BANK, N.A.",00114
1,670,,3/1/2019,353132579972,C,0,1,1,P,80,C,1/1/2019,39,5.88%,80,360,124000,,AL,SF,N,"WELLS FARGO BANK, N.A.",00365
1,700,,3/1/2019,157008724204,C,0,1,1,P,42,C,1/1/2019,39,5.25%,42,360,240000,,CA,SF,N,"WELLS FARGO BANK, N.A.",00917
1,672,,3/1/2019,308607155128,C,0,1,1,P,60,C,1/1/2019,39,5.25%,60,360,270000,,CO,SF,N,"WELLS FARGO BANK, N.A.",00800
1,658,,3/1/2019,421386199742,C,0,1,1,P,57,C,1/1/2019,39,5.50%,57,360,276000,,MA,SF,N,"WELLS FARGO BANK, N.A.",00021
1,771,,3/1/2019,115671870308,C,0,1,1,P,80,C,1/1/2019,39,4.88%,80,360,352000,,MN,SF,N,"WELLS FARGO BANK, N.A.",00551
1,703,,3/1/2019,389045469250,C,0,1,1,P,58,C,1/1/2019,39,4.63%,58,360,210000,,PA,SF,N,"WELLS FARGO BANK, N.A.",00184
1,708,,3/1/2019,359430232203,C,0,1,1,P,80,C,1/1/2019,40,4.99%,80,360,533000,,CA,SF,N,"WELLS FARGO BANK, N.A.",00906
1,711,,3/1/2019,266362609673,C,0,1,1,P,74,C,1/1/2019,40,4.88%,74,360,221000,,NC,SF,N,"WELLS FARGO BANK, N.A.",00281
1,695,,3/1/2019,342575420635,C,0,1,1,P,75,C,1/1/2019,40,5.63%,75,360,254000,,NV,SF,N,"WELLS FARGO BANK, N.A.",00895
1,749,,3/1/2019,493165810229,C,0,1,1,P,69,C,1/1/2019,40,4.88%,69,360,421000,,TX,SF,N,"WELLS FARGO BANK, N.A.",00765
1,693,,3/1/2019,367700715122,C,0,1,1,P,70,C,1/1/2019,40,4.88%,70,360,256000,,UT,SF,N,"WELLS FARGO BANK, N.A.",00840
1,793,,3/1/2019,132040320938,C,0,1,1,P,60,C,1/1/2019,40,4.75%,60,360,125000,,VA,SF,N,"WELLS FARGO BANK, N.A.",00231
1,691,,3/1/2019,288710517682,C,0,1,1,P,75,C,1/1/2019,41,4.88%,75,360,206000,,AL,SF,N,"WELLS FARGO BANK, N.A.",00365
1,801,,3/1/2019,180190535471,C,0,1,1,P,73,C,1/1/2019,41,4.88%,73,360,95000,,FL,SF,N,"WELLS FARGO BANK, N.A.",00349
1,753,,3/1/2019,383423639433,C,0,1,1,P,75,C,1/1/2019,41,5.75%,75,360,140000,,TX,SF,N,"WELLS FARGO BANK, N.A.",00760
1,811,,3/1/2019,219481315025,C,0,1,1,P,67,C,1/1/2019,41,4.63%,56,360,353000,,UT,SF,N,"WELLS FARGO BANK, N.A.",00840
1,685,,3/1/2019,452829209635,C,0,1,1,P,56,C,1/1/2019,42,4.88%,56,360,173000,,CA,SF,N,"WELLS FARGO BANK, N.A.",00937
1,743,,3/1/2019,277028389703,C,0,1,1,P,59,C,1/1/2019,42,5.38%,59,360,158000,,CA,SF,N,"WELLS FARGO BANK, N.A.",00953
1,691,,3/1/2019,213678843401,C,0,1,1,P,60,C,1/1/2019,42,4.75%,60,360,443000,,CA,SF,N,"WELLS FARGO BANK, N.A.",00945
1,767,,3/1/2019,414673383597,C,0,1,1,P,62,C,1/1/2019,42,4.88%,62,360,420000,,CA,SF,N,"WELLS FARGO BANK, N.A.",00902
1,710,,3/1/2019,351044705053,C,0,1,1,P,80,C,1/1/2019,42,6.00%,80,360,64000,,MN,SF,N,"WELLS FARGO BANK, N.A.",00562
1,756,,3/1/2019,369186084980,C,0,1,1,P,67,C,1/1/2019,42,4.88%,67,360,98000,,MO,SF,N,"WELLS FARGO BANK, N.A.",00630
1,652,,3/1/2019,405172097304,C,0,1,1,P,60,C,1/1/2019,42,5.25%,60,360,154000,,TX,SF,N,"WELLS FARGO BANK, N.A.",00760
1,717,,3/1/2019,101673806151,C,0,1,1,P,79,C,1/1/2019,43,5.25%,79,360,285000,,CA,SF,N,"WELLS FARGO BANK, N.A.",00925
1,699,,3/1/2019,282525803073,C,0,1,1,P,80,C,1/1/2019,43,5.63%,80,360,255000,,CO,SF,N,"WELLS FARGO BANK, N.A.",00809
1,739,,3/1/2019,392100817865,C,0,1,1,P,56,C,1/1/2019,43,4.50%,56,360,350000,,NJ,SF,N,"WELLS FARGO BANK, N.A.",00076
1,736,,3/1/2019,396061287631,C,0,1,1,P,68,C,1/1/2019,43,4.50%,68,360,484000,,NJ,SF,N,"WELLS FARGO BANK, N.A.",00073
1,745,,3/1/2019,175667305661,C,0,1,1,P,80,C,1/1/2019,43,4.75%,80,360,100000,,NJ,SF,N,"WELLS FARGO BANK, N.A.",00080
1,699,,3/1/2019,253528651135,C,0,1,1,P,67,C,1/1/2019,43,5.38%,67,360,220000,,NV,SF,N,"WELLS FARGO BANK, N.A.",00897
1,669,,3/1/2019,265517233938,C,0,1,1,P,67,C,1/1/2019,43,4.88%,54,360,484000,,PA,SF,N,"WELLS FARGO BANK, N.A.",00190
1,673,,3/1/2019,227904567408,C,0,1,1,P,64,C,1/1/2019,43,5.63%,64,360,306000,,TN,SF,N,"WELLS FARGO BANK, N.A.",00372
1,684,,3/1/2019,103192630551,C,0,1,1,P,79,C,1/1/2019,43,5.88%,79,360,104000,,TX,SF,N,"WELLS FARGO BANK, N.A.",00757
1,788,,3/1/2019,247336811793,C,0,1,1,P,51,C,1/1/2019,43,4.75%,51,360,164000,,VA,SF,N,"WELLS FARGO BANK, N.A.",00230
1,806,,3/1/2019,326986155213,C,0,1,1,P,40,C,1/1/2019,44,4.63%,40,360,370000,,CA,SF,N,"WELLS FARGO BANK, N.A.",00921
1,785,,3/1/2019,169836063526,C,0,1,1,P,47,C,1/1/2019,44,4.88%,47,360,230000,,CA,SF,N,"WELLS FARGO BANK, N.A.",00945
1,691,,3/1/2019,137143595450,C,0,1,1,P,80,C,1/1/2019,44,5.38%,80,360,252000,,CA,SF,N,"WELLS FARGO BANK, N.A.",00958
1,782,,3/1/2019,395499026014,C,0,1,1,P,73,C,1/1/2019,44,4.50%,73,360,375000,,FL,SF,N,"WELLS FARGO BANK, N.A.",00339
1,695,,3/1/2019,116823468244,C,0,1,1,P,64,C,1/1/2019,44,4.75%,64,360,135000,,MO,SF,N,"WELLS FARGO BANK, N.A.",00657
1,720,,3/1/2019,191110633360,C,0,1,1,P,73,C,1/1/2019,44,4.99%,73,360,379000,,TN,SF,N,"WELLS FARGO BANK, N.A.",00370
1,621,,3/1/2019,326867152586,C,0,1,1,P,56,C,1/1/2019,44,4.88%,56,360,120000,,TX,SF,N,"WELLS FARGO BANK, N.A.",00757
1,674,,3/1/2019,410545025912,C,0,1,1,P,70,C,1/1/2019,44,5.50%,70,360,152000,,TX,SF,N,"WELLS FARGO BANK, N.A.",00760
1,652,,3/1/2019,481900204175,C,0,1,1,P,46,C,1/1/2019,45,5.25%,46,360,170000,,CA,SF,N,"WELLS FARGO BANK, N.A.",00925
1,679,,3/1/2019,468816066224,C,0,1,1,P,47,C,1/1/2019,45,4.63%,47,360,200000,,CA,SF,N,"WELLS FARGO BANK, N.A.",00917
1,721,,3/1/2019,241509620070,C,0,1,1,P,80,C,1/1/2019,45,5.13%,80,360,326000,,CA,SF,N,"WELLS FARGO BANK, N.A.",00923
1,649,,3/1/2019,140292122469,C,0,1,1,P,57,C,1/1/2019,45,4.99%,57,360,225000,,CO,SF,N,"WELLS FARGO BANK, N.A.",00802
1,699,,3/1/2019,196888273091,C,0,1,1,P,58,C,1/1/2019,45,4.38%,58,360,210000,,CO,SF,N,"WELLS FARGO BANK, N.A.",00802
1,711,,3/1/2019,331611301575,C,0,1,1,P,73,C,1/1/2019,45,4.88%,73,360,189000,,CO,SF,N,"WELLS FARGO BANK, N.A.",00802
1,732,,3/1/2019,398742932230,C,0,1,1,P,78,C,1/1/2019,45,5.13%,78,360,280000,,NJ,SF,N,"WELLS FARGO BANK, N.A.",00070
1,691,,3/1/2019,236483564409,C,0,1,1,P,75,C,1/1/2019,45,5.13%,75,360,170000,,OK,SF,N,"WELLS FARGO BANK, N.A.",00734
1,664,,3/1/2019,258526306029,C,0,1,1,P,70,C,1/1/2019,45,5.38%,70,360,238000,,VA,SF,N,"WELLS FARGO BANK, N.A.",00234
1,666,,3/1/2019,455339787425,C,0,1,1,P,80,C,1/1/2019,46,5.49%,80,360,320000,,AL,SF,N,"WELLS FARGO BANK, N.A.",00354
1,732,,3/1/2019,389913320452,C,0,1,1,P,74,C,1/1/2019,46,5.13%,74,360,475000,,CA,SF,N,"WELLS FARGO BANK, N.A.",00928
1,717,,3/1/2019,487048493886,C,0,1,1,P,59,C,1/1/2019,46,4.88%,59,360,211000,,NY,SF,N,"WELLS FARGO BANK, N.A.",00117
1,776,,3/1/2019,467188845831,C,0,1,1,P,74,C,1/1/2019,46,4.38%,74,360,225000,,UT,SF,N,"WELLS FARGO BANK, N.A.",00840
1,780,,3/1/2019,366486145590,C,0,1,1,P,80,C,1/1/2019,47,5.25%,80,360,266000,,CO,SF,N,"WELLS FARGO BANK, N.A.",00802
1,717,,3/1/2019,156978531820,C,0,1,1,P,64,C,1/1/2019,47,5.13%,64,360,462000,,FL,SF,N,"WELLS FARGO BANK, N.A.",00347
1,742,,3/1/2019,193893219008,C,0,1,1,P,46,C,1/1/2019,47,5.25%,46,360,300000,,KY,SF,N,"WELLS FARGO BANK, N.A.",00402
1,700,,3/1/2019,305455923358,C,0,1,1,P,43,C,1/1/2019,47,4.50%,43,360,275000,,VA,SF,N,"WELLS FARGO BANK, N.A.",00229
1,762,,3/1/2019,374691321695,C,0,1,1,P,43,C,1/1/2019,47,4.63%,43,360,252000,,VA,SF,N,"WELLS FARGO BANK, N.A.",00228
1,808,,3/1/2019,182883701192,C,0,1,1,P,48,C,1/1/2019,48,4.63%,48,360,334000,,CA,SF,N,"WELLS FARGO BANK, N.A.",00957
1,798,,3/1/2019,421287621244,C,0,1,1,P,60,C,1/1/2019,48,4.75%,60,360,150000,,CA,SF,N,"WELLS FARGO BANK, N.A.",00925
1,702,,3/1/2019,152819271047,C,0,1,1,P,80,C,1/1/2019,48,5.38%,80,360,231000,,FL,SF,N,"WELLS FARGO BANK, N.A.",00337
1,769,,3/1/2019,397965195948,C,0,1,1,P,80,C,1/1/2019,48,4.63%,80,360,320000,,FL,SF,N,"WELLS FARGO BANK, N.A.",00336
1,761,,3/1/2019,427735350925,C,0,1,1,P,75,C,1/1/2019,48,4.63%,75,360,240000,,ID,SF,N,"WELLS FARGO BANK, N.A.",00836
1,683,,3/1/2019,211860698714,C,0,1,1,P,49,C,1/1/2019,48,5.00%,49,360,90000,,MO,SF,N,"WELLS FARGO BANK, N.A.",00630
1,811,,3/1/2019,381943871635,C,0,1,1,P,65,C,1/1/2019,48,4.88%,65,360,292000,,VA,SF,N,"WELLS FARGO BANK, N.A.",00234
1,662,,3/1/2019,389346624108,C,0,1,1,P,56,C,1/1/2019,49,4.88%,56,360,726000,,CA,SF,N,"WELLS FARGO BANK, N.A.",00900
1,678,,3/1/2019,236131724462,C,0,1,1,P,68,C,1/1/2019,49,5.38%,68,360,274000,,CA,SF,N,"WELLS FARGO BANK, N.A.",00902
1,795,,3/1/2019,489385144685,C,0,1,1,P,60,C,1/1/2019,49,4.88%,60,360,255000,,GA,SF,N,"WELLS FARGO BANK, N.A.",00303
1,700,,3/1/2019,144441892438,C,0,1,1,P,80,C,1/1/2019,49,5.50%,80,360,256000,,NJ,SF,N,"WELLS FARGO BANK, N.A.",00077
1,766,,3/1/2019,179135264239,C,0,1,1,P,80,C,1/1/2019,49,5.25%,80,360,198000,,WI,SF,N,"WELLS FARGO BANK, N.A.",00540
1,685,,3/1/2019,439154268225,C,0,1,1,P,58,C,1/1/2019,50,4.63%,58,360,168000,,AZ,SF,N,"WELLS FARGO BANK, N.A.",00853
1,704,,3/1/2019,145071794659,C,0,1,1,P,63,C,1/1/2019,50,4.88%,63,360,100000,,FL,SF,N,"WELLS FARGO BANK, N.A.",00329
1,782,,3/1/2019,414460700439,C,0,1,1,P,77,C,1/1/2019,50,5.49%,77,360,165000,,FL,SF,N,"WELLS FARGO BANK, N.A.",00326
1,709,,3/1/2019,402618004942,C,0,1,1,P,78,C,1/1/2019,50,5.13%,78,360,140000,,KY,SF,N,"WELLS FARGO BANK, N.A.",00403
1,734,,3/1/2019,178644433826,C,0,1,1,P,60,C,1/1/2019,50,5.00%,60,360,180000,,NJ,SF,N,"WELLS FARGO BANK, N.A.",00088
1,708,,3/1/2019,337281438156,C,0,1,1,P,80,C,1/1/2019,50,5.50%,80,360,426000,,UT,SF,N,"WELLS FARGO BANK, N.A.",00840
1,802,,4/1/2019,271222361326,C,0,1,1,P,59,C,1/1/2019,29,4.88%,59,360,188000,,UT,SF,N,"WELLS FARGO BANK, N.A.",00847
1,756,,4/1/2019,289842356579,C,0,1,1,P,41,C,1/1/2019,31,4.75%,41,360,228000,,ME,SF,N,"WELLS FARGO BANK, N.A.",00040
1,751,,4/1/2019,305801231940,C,0,1,1,P,77,C,1/1/2019,33,5.25%,77,360,305000,,PA,SF,N,"WELLS FARGO BANK, N.A.",00152
1,692,,4/1/2019,451447938515,C,0,1,1,P,80,C,1/1/2019,34,5.25%,80,360,204000,,MI,SF,N,"WELLS FARGO BANK, N.A.",00480
1,724,,4/1/2019,125015824682,C,0,1,1,P,80,C,1/1/2019,39,4.88%,80,360,388000,,FL,SF,N,"WELLS FARGO BANK, N.A.",00342
1,623,,4/1/2019,145172637856,C,0,1,1,P,48,C,1/1/2019,40,5.63%,48,360,100000,,FL,SF,N,"WELLS FARGO BANK, N.A.",00321
1,670,,4/1/2019,185375888551,C,0,1,1,P,52,C,1/1/2019,41,4.88%,52,360,200000,,WA,SF,N,"WELLS FARGO BANK, N.A.",00986
1,695,,4/1/2019,273676598334,C,0,1,1,P,67,C,1/1/2019,44,4.99%,67,360,210000,,UT,SF,N,"WELLS FARGO BANK, N.A.",00847
1,716,,4/1/2019,150228648726,C,0,1,1,P,63,C,1/1/2019,49,4.99%,63,360,175000,,IL,SF,N,"WELLS FARGO BANK, N.A.",00601
1,769,,4/1/2019,155856450020,C,0,1,1,P,16,C,2/1/2019,14,4.25%,16,360,125000,,NJ,SF,N,"WELLS FARGO BANK, N.A.",00077
1,757,,4/1/2019,476680523376,C,0,1,1,P,59,C,2/1/2019,15,4.38%,59,360,163000,,GA,SF,N,"WELLS FARGO BANK, N.A.",00301
1,782,,4/1/2019,226312966208,C,0,1,1,P,75,C,2/1/2019,21,4.50%,75,360,205000,,IN,SF,N,"WELLS FARGO BANK, N.A.",00463
1,804,,4/1/2019,439217821841,C,0,1,1,P,28,C,2/1/2019,23,4.38%,28,360,370000,,AZ,SF,N,"WELLS FARGO BANK, N.A.",00850
1,793,,4/1/2019,178004831316,C,0,1,1,P,66,C,2/1/2019,26,4.75%,66,360,206000,,GA,SF,N,"WELLS FARGO BANK, N.A.",00303
1,766,,4/1/2019,274344609812,C,0,1,1,P,52,C,2/1/2019,27,4.88%,52,360,217000,,CA,SF,N,"WELLS FARGO BANK, N.A.",00917
1,801,,4/1/2019,107314980384,C,0,1,1,P,80,C,2/1/2019,27,5.13%,80,360,424000,,UT,SF,N,"WELLS FARGO BANK, N.A.",00840
1,819,,4/1/2019,292234146635,C,0,1,1,P,54,C,2/1/2019,28,4.24%,54,360,402000,,WA,SF,N,"WELLS FARGO BANK, N.A.",00980
1,750,,4/1/2019,438518700266,C,0,1,1,P,24,C,2/1/2019,29,4.75%,24,360,53000,,NC,SF,N,"WELLS FARGO BANK, N.A.",00287
1,766,,4/1/2019,494291552017,C,0,1,1,P,53,C,2/1/2019,30,4.38%,53,360,122000,,IA,SF,N,"WELLS FARGO BANK, N.A.",00500
1,720,,4/1/2019,329986855922,C,0,1,1,P,68,C,2/1/2019,30,5.00%,68,360,200000,,ID,SF,N,"WELLS FARGO BANK, N.A.",00837
1,690,,4/1/2019,440928588842,C,0,1,1,P,60,C,2/1/2019,31,4.75%,60,360,270000,,NJ,SF,N,"WELLS FARGO BANK, N.A.",00087
1,756,,4/1/2019,151494298038,C,0,1,1,P,69,C,2/1/2019,31,4.50%,69,360,109000,,OH,SF,N,"WELLS FARGO BANK, N.A.",00451
1,692,,4/1/2019,164940401891,C,0,1,1,P,69,C,2/1/2019,33,4.88%,69,360,330000,,CA,SF,N,"WELLS FARGO BANK, N.A.",00917
1,674,,4/1/2019,220151597166,C,0,1,1,P,80,C,2/1/2019,33,5.50%,80,360,242000,,CA,SF,N,"WELLS FARGO BANK, N.A.",00956
1,725,,4/1/2019,419522654793,C,0,1,1,P,48,C,2/1/2019,34,4.50%,48,360,260000,,NJ,SF,N,"WELLS FARGO BANK, N.A.",00070
1,739,,4/1/2019,446537250997,C,0,1,1,P,79,C,2/1/2019,35,5.25%,79,360,180000,,AL,SF,N,"WELLS FARGO BANK, N.A.",00351
1,684,,4/1/2019,124511151189,C,0,1,1,P,64,C,2/1/2019,35,5.13%,64,360,480000,,CA,SF,N,"WELLS FARGO BANK, N.A.",00957
1,784,,4/1/2019,295845735995,C,0,1,1,P,64,C,2/1/2019,35,4.38%,64,360,275000,,TN,SF,N,"WELLS FARGO BANK, N.A.",00380
1,727,,4/1/2019,316155752413,C,0,1,1,P,75,C,2/1/2019,36,4.88%,75,360,214000,,AL,SF,N,"WELLS FARGO BANK, N.A.",00359
1,800,,4/1/2019,254939518277,C,0,1,1,P,74,C,2/1/2019,36,4.38%,74,360,265000,,PA,SF,N,"WELLS FARGO BANK, N.A.",00168
1,678,,4/1/2019,430859224961,C,0,1,1,P,69,C,2/1/2019,36,5.00%,69,360,165000,,TN,SF,N,"WELLS FARGO BANK, N.A.",00370
1,669,,4/1/2019,352319690346,C,0,1,1,P,67,C,2/1/2019,37,4.99%,67,360,103000,,TN,SF,N,"WELLS FARGO BANK, N.A.",00372
1,746,,4/1/2019,382448284589,C,0,1,1,P,80,C,2/1/2019,37,4.99%,80,360,260000,,TX,SF,N,"WELLS FARGO BANK, N.A.",00760
1,770,,4/1/2019,288820880638,C,0,1,1,P,51,C,2/1/2019,39,4.99%,51,360,371000,,CA,SF,N,"WELLS FARGO BANK, N.A.",00927
1,686,,4/1/2019,491047712167,C,0,1,1,P,80,C,2/1/2019,40,5.75%,80,360,163000,,AZ,SF,N,"WELLS FARGO BANK, N.A.",00850
1,784,,4/1/2019,277702806246,C,0,1,1,P,80,C,2/1/2019,40,4.75%,80,360,230000,,UT,SF,N,"WELLS FARGO BANK, N.A.",00841
1,778,,4/1/2019,410745120779,C,0,1,1,P,75,C,2/1/2019,41,4.99%,75,360,154000,,VT,SF,N,"WELLS FARGO BANK, N.A.",00056
1,789,,4/1/2019,273380132466,C,0,1,1,P,59,C,2/1/2019,42,4.38%,59,360,207000,,CA,SF,N,"WELLS FARGO BANK, N.A.",00936
1,790,,4/1/2019,165904586656,C,0,1,1,P,28,C,2/1/2019,42,4.88%,28,360,150000,,FL,SF,N,"WELLS FARGO BANK, N.A.",00324
1,772,,4/1/2019,149035682107,C,0,1,1,P,55,C,2/1/2019,42,4.50%,55,360,450000,,MA,SF,N,"WELLS FARGO BANK, N.A.",00020
1,672,,4/1/2019,393161542446,C,0,1,1,P,64,C,2/1/2019,42,5.38%,64,360,552000,,MA,SF,N,"WELLS FARGO BANK, N.A.",00017
1,791,,4/1/2019,283322271135,C,0,1,1,P,65,C,2/1/2019,42,4.63%,65,360,272000,,WA,SF,N,"WELLS FARGO BANK, N.A.",00982
1,639,,4/1/2019,268760009155,C,0,1,1,P,53,C,2/1/2019,43,5.38%,53,360,243000,,CA,SF,N,"WELLS FARGO BANK, N.A.",00900
1,710,,4/1/2019,157794985417,C,0,1,1,P,60,C,2/1/2019,43,4.38%,60,360,400000,,CA,SF,N,"WELLS FARGO BANK, N.A.",00917
1,710,,4/1/2019,467598965052,C,0,1,1,P,80,C,2/1/2019,43,5.38%,80,360,214000,,MI,SF,N,"WELLS FARGO BANK, N.A.",00481
1,716,,4/1/2019,290929683890,C,0,1,1,P,80,C,2/1/2019,43,5.25%,80,360,268000,,MI,SF,N,"WELLS FARGO BANK, N.A.",00480
1,795,,4/1/2019,101074927029,C,0,1,1,P,80,C,2/1/2019,43,3.88%,80,360,125000,,PA,SF,N,"WELLS FARGO BANK, N.A.",00150
1,701,,4/1/2019,114384116380,C,0,1,1,P,52,C,2/1/2019,44,4.38%,52,360,377000,,CA,SF,N,"WELLS FARGO BANK, N.A.",00926
1,696,,4/1/2019,483901616168,C,0,1,1,P,67,C,2/1/2019,44,4.50%,67,360,350000,,CA,SF,N,"WELLS FARGO BANK, N.A.",00945
1,705,,4/1/2019,182511159309,C,0,1,1,P,73,C,2/1/2019,44,5.13%,73,360,360000,,CA,SF,N,"WELLS FARGO BANK, N.A.",00925
1,706,,4/1/2019,392485149438,C,0,1,1,P,80,C,2/1/2019,44,5.50%,80,360,226000,,CA,SF,N,"WELLS FARGO BANK, N.A.",00932
1,775,,4/1/2019,423872845279,C,0,1,1,P,49,C,2/1/2019,44,4.50%,49,360,186000,,FL,SF,N,"WELLS FARGO BANK, N.A.",00325
1,700,,4/1/2019,487929694129,C,0,1,1,P,80,C,2/1/2019,44,4.88%,80,360,440000,,FL,SF,N,"WELLS FARGO BANK, N.A.",00320
1,765,,4/1/2019,480082876516,C,0,1,1,P,80,C,2/1/2019,44,4.99%,80,360,176000,,KS,SF,N,"WELLS FARGO BANK, N.A.",00662
1,725,,4/1/2019,198366341533,C,0,1,1,P,80,C,2/1/2019,44,4.99%,80,360,168000,,WI,SF,N,"WELLS FARGO BANK, N.A.",00530
1,712,,4/1/2019,444847359406,C,0,1,1,P,68,C,2/1/2019,45,4.88%,68,360,166000,,TN,SF,N,"WELLS FARGO BANK, N.A.",00370
1,651,,4/1/2019,249078542598,C,0,1,1,P,70,C,2/1/2019,45,5.75%,70,360,144000,,TX,SF,N,"WELLS FARGO BANK, N.A.",00797
1,769,,4/1/2019,347476488651,C,0,1,1,P,80,C,2/1/2019,45,4.99%,80,360,266000,,UT,SF,N,"WELLS FARGO BANK, N.A.",00840
