iter	Logloss
430	0.3228471478
431	0.3228229736
432	0.322702456
433	0.3226839056
434	0.3225041533
435	0.3224234316
436	0.3223205914
437	0.3222327892
438	0.322018821
439	0.3218665908
440	0.3218135304
441	0.3217400123
442	0.3216169707
443	0.3214550329
444	0.3214155878
445	0.3213723558
446	0.321334257
447	0.3211896526
448	0.3210266362
449	0.3209558336
450	0.3208985926
451	0.3207901231
452	0.3207685251
453	0.3207124785
454	0.3206072741
455	0.3204676756
456	0.3203449897
457	0.3202794419
458	0.3201145785
459	0.3199919926
460	0.3198770793
461	0.3197450613
462	0.3196089849
463	0.3195974595
464	0.3194063363
465	0.3192959373
466	0.3191851409
467	0.3191093936
468	0.3189953599
469	0.3188595158
470	0.3187589388
471	0.3186584382
472	0.3185742797
473	0.318521535
474	0.318441678
475	0.3183526362
476	0.3182378919
477	0.318144819
478	0.3180631089
479	0.3179104958
480	0.3178323103
481	0.3176687685
482	0.3174996942
483	0.3172909236
484	0.3172104628
485	0.3171341922
486	0.3170371464
487	0.3169095005
488	0.3167897717
489	0.3167312859
490	0.3166098758
491	0.3164720956
492	0.3163834014
493	0.3162592468
494	0.3161990302
495	0.3160508329
496	0.3159655207
497	0.3157812993
498	0.3155823788
499	0.3154191385
500	0.3153290495
501	0.3153216383
502	0.3151647316
503	0.3150124065
504	0.3150077962
505	0.3149398911
506	0.3148263204
507	0.3146944483
508	0.3146306214
509	0.3145183525
510	0.3144314876
511	0.3144093109
512	0.3143468035
513	0.3143294336
514	0.3143216038
515	0.3142349416
516	0.3141491339
517	0.3140291586
518	0.3139311431
519	0.3137890708
520	0.3137050811
521	0.3136459884
522	0.3135288538
523	0.3134530001
524	0.3133308315
525	0.3132346011
526	0.3130876373
527	0.3129899938
528	0.3128540227
529	0.3127517621
530	0.312656499
531	0.312649033
532	0.3125771719
533	0.3125019705
534	0.3123701579
535	0.3122417432
536	0.3121375499
537	0.3121267647
538	0.3120168474
539	0.3118930062
540	0.3118244478
541	0.3117327319
542	0.3116190706
543	0.3115232931
544	0.3113566406
545	0.3111887361
546	0.3111360507
547	0.3109855414
548	0.310821521
549	0.3107257854
550	0.3106979794
551	0.3105372088
552	0.3104011279
553	0.3102413658
554	0.3101278011
555	0.3100757193
556	0.3099523965
557	0.3097455593
558	0.3096412089
559	0.309571914
560	0.3094473369
561	0.3094135859
562	0.309405072
563	0.3093020858
564	0.3092503037
565	0.3091671551
566	0.3091490054
567	0.3090628405
568	0.3089713031
569	0.3088139816
570	0.3087070725
571	0.3085515677
572	0.3084665639
573	0.3083574328
574	0.3082842431
575	0.3082784025
576	0.3082069265
577	0.3081653588
578	0.3080223538
579	0.3080149155
580	0.3079948786
581	0.3079105168
582	0.3078732613
583	0.3078101981
584	0.3076963879
585	0.3075490594
586	0.307433583
587	0.3073086464
588	0.3072520148
589	0.3071667912
590	0.3070265279
591	0.3069743168
592	0.3068665357
593	0.3067305622
594	0.3066253539
595	0.3065019739
596	0.306485134
597	0.3064705697
598	0.3063611308
599	0.3062178368
600	0.3060234596
601	0.305949698
602	0.3059030212
603	0.3057942609
604	0.3056856357
605	0.3056015918
606	0.3054607252
607	0.305321621
608	0.3052485455
609	0.3051874665
610	0.3050345615
611	0.3049699397
612	0.3048619467
613	0.3048066901
614	0.3047382799
615	0.3046060312
616	0.3044826485
617	0.3044447253
618	0.304341461
619	0.30427407
620	0.3041849163
621	0.3041786551
622	0.3040347893
623	0.3038741417
624	0.3037992369
625	0.3037010591
626	0.3035148994
627	0.303344381
628	0.3032736833
629	0.3031916479
630	0.3030987579
631	0.3029833196
632	0.3028990193
633	0.3028138634
634	0.3027127282
635	0.3026237946
636	0.3024864161
637	0.3024137339
638	0.3022536301
639	0.3021754828
640	0.3020861369
641	0.3019129413
642	0.3017985472
643	0.3017348463
644	0.3015649821
645	0.3014374043
646	0.3013783359
647	0.3012641408
648	0.301192567
649	0.3010550811
650	0.3009436387
651	0.3008794848
652	0.3008078769
653	0.3006395966
654	0.3004997827
655	0.3003419425
656	0.3002946123
657	0.3001992148
658	0.3001834196
659	0.3000739048
660	0.3000699331
661	0.3000355724
662	0.2999728548
663	0.2999111844
664	0.2999000598
665	0.2997908368
666	0.2997608149
667	0.2996566284
668	0.2995229342
669	0.2993262564
670	0.2992473597
671	0.2992358754
672	0.2991779939
673	0.2991385226
674	0.2990515993
675	0.2989449077
676	0.2989099535
677	0.2988153185
678	0.2987042955
679	0.2985561257
680	0.2984948441
681	0.2983668114
682	0.2982828568
683	0.2982294543
684	0.2982254128
685	0.2980974257
686	0.2979366395
687	0.2978688071
688	0.2977523183
689	0.2976314923
690	0.2974597257
691	0.2973195571
692	0.297262791
693	0.2972591525
694	0.2971861873
695	0.2971012585
696	0.2970969009
697	0.2969835543
698	0.2968989244
699	0.2968123733
700	0.2968042685
701	0.2967402552
702	0.2966268192
703	0.2964754572
704	0.2963241661
705	0.2962248319
706	0.2961315911
707	0.2959791667
708	0.2958943731
709	0.2958475731
710	0.2957405197
711	0.2956526045
712	0.2956322612
713	0.2954771797
714	0.2953863545
715	0.2952858489
716	0.2952757175
717	0.2952163249
718	0.2950926262
719	0.2949938278
720	0.2949524377
721	0.2949189834
722	0.2948681879
723	0.2948304778
724	0.2948261779
725	0.2947687474
726	0.294625698
727	0.2945621089
728	0.2944810525
729	0.2943887095
730	0.2943315489
731	0.2941879651
732	0.2940676935
733	0.2939451847
734	0.2938141067
735	0.2937441431
736	0.2937305037
737	0.2936016277
738	0.2935296728
739	0.2934727283
740	0.2934112042
741	0.2932822745
742	0.293163537
743	0.2930624151
744	0.2930040075
745	0.2929217964
746	0.2927929974
747	0.2926804799
748	0.2925749241
749	0.292478745
750	0.2924624616
751	0.2924599229
752	0.2923951177
753	0.2923531633
754	0.2923460933
755	0.2923031921
756	0.2922613159
757	0.2921784025
758	0.2920708376
759	0.2920669675
760	0.2919512563
761	0.2918422049
762	0.2917042101
763	0.2915901266
764	0.2914815589
765	0.2913371693
766	0.2911783123
767	0.2910521458
768	0.2909377449
769	0.2907974336
770	0.2907946275
771	0.2906834808
772	0.2905981861
773	0.290478634
774	0.2903740294
775	0.2902435764
776	0.2901097839
777	0.2899724628
778	0.2898920348
779	0.2897544448
780	0.2896737194
781	0.2896149254
782	0.2894740452
783	0.2893294718
784	0.2893001427
785	0.2892609665
786	0.2892385347
787	0.2891847215
788	0.2891758018
789	0.2891469905
790	0.2891434171
791	0.2890123711
792	0.2888793254
793	0.2887631794
794	0.2886789092
795	0.2886104427
796	0.2885479743
797	0.2884713794
798	0.2883547324
799	0.2883472326
800	0.2883439872
801	0.2881777046
802	0.2880671501
803	0.2880274614
804	0.2879528593
805	0.2877764072
806	0.287600466
807	0.2875001105
808	0.2873980999
809	0.2873491353
810	0.2873055624
811	0.2871792384
812	0.287038656
813	0.2868960256
814	0.2867718726
815	0.2867053403
816	0.286696683
817	0.2866895539
818	0.2866118959
819	0.2865416216
820	0.2864743467
821	0.2864070354
822	0.2863143871
823	0.2861926426
824	0.2861070261
825	0.2859905942
826	0.2858575023
827	0.2857513709
828	0.2856553966
829	0.285521188
830	0.2854812489
831	0.2853920562
832	0.2853888564
833	0.2853829692
834	0.2853153049
835	0.2852093548
836	0.2851595865
837	0.2850261586
838	0.2849729014
839	0.2848299125
840	0.2847677981
841	0.284681108
842	0.2845232176
843	0.2844073482
844	0.2843202892
845	0.2842069736
846	0.2842039753
847	0.2840458142
848	0.2839864989
849	0.2838174915
850	0.2837143158
851	0.2835540513
852	0.2834192226
853	0.2833638552
854	0.2833555228
855	0.2833380731
856	0.2831876163
857	0.283052723
858	0.2829171673
859	0.2827814952
860	0.2826475277
861	0.2825665043
862	0.282563119
863	0.282512027
864	0.2825084821
865	0.2824104881
866	0.2823024654
867	0.2822549101
868	0.2821952658
869	0.2821153824
870	0.282063862
871	0.2819726131
872	0.2818794039
873	0.2817513936
874	0.2816782273
875	0.2816702686
876	0.2815379333
877	0.2813826729
878	0.2813045302
879	0.2812663545
880	0.2812588395
881	0.2811577605
882	0.2810495843
883	0.2809852254
884	0.2808833407
885	0.2807501406
886	0.2806357748
887	0.2805060513
888	0.2804322007
889	0.2802692284
890	0.2801842239
891	0.2800662883
892	0.2799455245
893	0.2798696048
894	0.2797999263
895	0.2796710697
896	0.2795964536
897	0.2794958444
898	0.2793460089
899	0.2792325895
900	0.2792273191
901	0.2792218132
902	0.2792139825
903	0.2791460247
904	0.2791142339
905	0.2790935365
906	0.2789473171
907	0.278901976
908	0.2788240616
909	0.2787100773
910	0.2785837041
911	0.2784718962
912	0.2783339371
913	0.2782877888
914	0.2782780482
915	0.2781903874
916	0.2781644001
917	0.2781354148
918	0.2779999118
919	0.2779210246
920	0.2778116679
921	0.2777053018
922	0.2776411236
923	0.2776347975
924	0.2775680893
925	0.2775589983
926	0.2774016999
927	0.2773355952
928	0.277291502
929	0.277176439
930	0.2770567863
931	0.2769329737
932	0.2769158541
933	0.276776033
934	0.2767125125
935	0.2766555658
936	0.2765070756
937	0.2764492428
938	0.2764413854
939	0.2763936325
940	0.276345235
941	0.2762327233
942	0.276224987
943	0.2761164952
944	0.2761025855
945	0.2759748901
946	0.2758765456
947	0.2758744488
948	0.2758084928
949	0.2757143936
950	0.275656029
951	0.2755443682
952	0.2754877427
953	0.2754310837
954	0.2753176821
955	0.2752082821
956	0.2751621683
957	0.2750473218
958	0.2750421454
959	0.2749727253
960	0.2748341126
961	0.2747529491
962	0.2746773106
963	0.2745876126
964	0.2745062907
965	0.274424287
966	0.2743048287
967	0.2742506602
968	0.2741937366
969	0.2741081558
970	0.273991327
971	0.2739549448
972	0.273841807
973	0.2738006781
974	0.2737987033
975	0.2737102044
976	0.2736301278
977	0.2735280745
978	0.2734419438
979	0.2733333122
980	0.2732317212
981	0.2732292496
982	0.2731642038
983	0.2731114888
984	0.2730532745
985	0.2729375854
986	0.2727829564
987	0.2727011549
988	0.2726223277
989	0.2726145424
990	0.2725254449
991	0.2724310474
992	0.2723227047
993	0.2723077144
994	0.2721915244
995	0.2721724824
996	0.272168602
997	0.2720805107
998	0.2719591069
999	0.2718321133
