,origDate,origIntRate,origUPB,origLTV,origCLTV,origDebtIncRatio,WorstCreditScore,zipCode,fmacRate,fredRate,rateDiff,stateCat
3493,2019-02-01,4.375,366000,85,85,50,746,953,4.46,2.7,-0.08499999999999996,4
3494,2019-02-01,4.5,123000,81,81,50,761,145,4.46,2.7,0.040000000000000036,35
3495,2019-02-01,4.25,157000,82,82,36,696,384,4.46,2.7,-0.21,44
3496,2019-02-01,4.5,145000,82,82,42,703,923,4.46,2.7,0.040000000000000036,4
3497,2019-02-01,5.375,77000,85,85,48,736,670,4.46,2.7,0.915,17
3498,2019-02-01,4.5,245000,85,85,26,762,440,4.46,2.7,0.040000000000000036,36
3499,2019-02-01,4.5,271000,83,83,36,796,234,4.46,2.7,0.040000000000000036,47
3500,2019-02-01,4.625,80000,83,83,38,720,441,4.46,2.7,0.16500000000000006,36
3501,2019-02-01,4.5,159000,84,84,41,722,350,4.46,2.7,0.040000000000000036,1
3502,2019-02-01,4.75,191000,82,82,46,724,310,4.46,2.7,0.29000000000000004,10
3503,2019-02-01,4.99,232000,83,83,48,766,321,4.46,2.7,0.5300000000000002,9
3504,2019-02-01,4.375,133000,83,83,50,719,145,4.46,2.7,-0.08499999999999996,35
3505,2019-02-01,5.5,116000,84,84,37,688,278,4.46,2.7,1.04,28
3506,2019-02-01,5.0,199000,84,84,38,681,984,4.46,2.7,0.54,49
3507,2019-02-01,4.875,134000,87,87,45,758,785,4.46,2.7,0.415,45
3508,2019-02-01,4.75,353000,90,90,34,765,840,4.46,2.7,0.29000000000000004,46
3509,2019-02-01,4.5,145000,90,90,23,788,843,4.46,2.7,0.040000000000000036,46
3510,2019-02-01,4.75,224000,90,90,28,681,952,4.46,2.7,0.29000000000000004,4
3511,2019-02-01,4.75,259000,88,88,42,762,554,4.46,2.7,0.29000000000000004,24
3512,2019-02-01,4.99,186000,87,87,47,758,535,4.46,2.7,0.5300000000000002,50
3513,2019-02-01,5.25,109000,87,87,19,642,479,4.46,2.7,0.79,16
3514,2019-02-01,4.75,309000,89,89,21,798,553,4.46,2.7,0.29000000000000004,24
3515,2019-02-01,4.875,126000,86,86,23,666,300,4.46,2.7,0.415,10
3516,2019-02-01,4.625,180000,90,90,25,783,705,4.46,2.7,0.16500000000000006,19
3517,2019-02-01,4.5,97000,93,93,26,757,562,4.46,2.7,0.040000000000000036,24
3518,2019-02-01,4.5,134000,87,87,26,758,532,4.46,2.7,0.040000000000000036,50
3519,2019-02-01,4.75,168000,89,89,29,800,461,4.46,2.7,0.29000000000000004,16
3520,2019-02-01,4.5,342000,90,90,29,685,486,4.46,2.7,0.040000000000000036,23
3521,2019-02-01,4.625,167000,86,86,29,764,441,4.46,2.7,0.16500000000000006,36
3522,2019-02-01,4.625,152000,87,87,29,809,730,4.46,2.7,0.16500000000000006,37
3523,2019-02-01,4.875,170000,88,88,30,755,390,4.46,2.7,0.415,26
3524,2019-02-01,4.75,302000,88,88,33,753,370,4.46,2.7,0.29000000000000004,44
3525,2019-02-01,5.25,284000,90,90,34,705,180,4.46,2.7,0.79,39
3526,2019-02-01,4.75,428000,86,86,36,789,553,4.46,2.7,0.29000000000000004,24
3527,2019-02-01,4.875,155000,90,90,36,769,731,4.46,2.7,0.415,37
3528,2019-02-01,4.875,119000,95,95,36,701,185,4.46,2.7,0.415,39
3529,2019-02-01,4.5,278000,90,90,37,718,973,4.46,2.7,0.040000000000000036,38
3530,2019-02-01,4.375,386000,90,90,37,750,189,4.46,2.7,-0.08499999999999996,39
3531,2019-02-01,4.625,163000,88,88,37,809,371,4.46,2.7,0.16500000000000006,44
3532,2019-02-01,4.625,658000,90,90,37,727,980,4.46,2.7,0.16500000000000006,49
3533,2019-02-01,4.375,71000,87,87,38,805,626,4.46,2.7,-0.08499999999999996,15
3534,2019-02-01,4.875,443000,89,89,41,749,27,4.46,2.7,0.415,20
3535,2019-02-01,5.25,220000,86,93,41,788,993,4.46,2.7,0.79,49
3536,2019-02-01,4.75,344000,90,90,42,731,535,4.46,2.7,0.29000000000000004,50
3537,2019-02-01,5.625,246000,90,95,43,741,705,4.46,2.7,1.165,19
3538,2019-02-01,4.625,134000,94,94,43,761,481,4.46,2.7,0.16500000000000006,23
3539,2019-02-01,4.75,295000,90,90,43,715,77,4.46,2.7,0.29000000000000004,32
3540,2019-02-01,4.375,143000,94,94,44,696,454,4.46,2.7,-0.08499999999999996,36
3541,2019-02-01,4.875,196000,88,88,45,665,483,4.46,2.7,0.415,23
3542,2019-02-01,4.875,263000,90,90,46,766,750,4.46,2.7,0.415,45
3543,2019-02-01,4.625,265000,90,90,47,794,840,4.46,2.7,0.16500000000000006,46
3544,2019-02-01,4.75,290000,95,95,49,771,750,4.46,2.7,0.29000000000000004,45
3545,2019-02-01,4.375,227000,88,88,50,743,953,4.46,2.7,-0.08499999999999996,4
3546,2019-02-01,4.625,184000,95,95,35,790,600,4.46,2.7,0.16500000000000006,15
3547,2019-02-01,4.75,432000,96,96,46,711,207,4.46,2.7,0.29000000000000004,21
3548,2019-02-01,4.875,175000,95,95,37,774,173,4.46,2.7,0.415,39
3549,2019-02-01,4.25,236000,95,95,38,660,301,4.46,2.7,-0.21,10
3550,2019-02-01,5.25,76000,89,89,41,753,461,4.46,2.7,0.79,16
3551,2019-02-01,4.375,370000,93,93,48,758,223,4.46,2.7,-0.08499999999999996,47
3552,2019-02-01,4.625,230000,90,90,22,639,606,4.46,2.7,0.16500000000000006,15
3553,2019-02-01,4.875,113000,90,90,45,744,563,4.46,2.7,0.415,24
3554,2019-02-01,4.375,236000,90,90,24,687,482,4.46,2.7,-0.08499999999999996,23
3555,2019-02-01,4.375,243000,89,89,27,783,330,4.46,2.7,-0.08499999999999996,9
3556,2019-02-01,4.875,144000,94,94,34,774,594,4.46,2.7,0.415,27
3557,2019-02-01,4.75,90000,86,86,37,779,482,4.46,2.7,0.29000000000000004,23
3558,2019-02-01,4.75,291000,89,89,41,749,23,4.46,2.7,0.29000000000000004,20
3559,2019-02-01,4.75,144000,90,90,43,682,633,4.46,2.7,0.29000000000000004,25
3560,2019-02-01,4.75,87000,88,88,45,720,618,4.46,2.7,0.29000000000000004,15
3561,2019-02-01,4.375,248000,90,90,48,761,32,4.46,2.7,-0.08499999999999996,31
3562,2019-02-01,4.99,123000,91,91,50,668,300,4.46,2.7,0.5300000000000002,10
3563,2019-02-01,4.56,158000,86,86,50,769,282,4.46,2.7,0.09999999999999963,28
3564,2019-02-01,5.125,110000,87,87,49,724,541,4.46,2.7,0.665,50
3565,2019-02-01,4.875,145000,74,74,39,739,496,4.46,2.7,0.415,23
3566,2019-02-01,4.25,118000,94,94,21,793,215,4.46,2.7,-0.21,21
3567,2019-02-01,4.75,251000,92,92,21,797,871,4.46,2.7,0.29000000000000004,33
3568,2019-02-01,4.99,333000,93,93,27,708,604,4.46,2.7,0.5300000000000002,15
3569,2019-02-01,4.5,90000,91,91,30,795,622,4.46,2.7,0.040000000000000036,15
3570,2019-02-01,5.125,71000,94,94,32,711,490,4.46,2.7,0.665,23
3571,2019-02-01,5.0,127000,95,95,33,687,492,4.46,2.7,0.54,23
3572,2019-02-01,4.875,323000,94,94,36,710,297,4.46,2.7,0.415,42
3573,2019-02-01,4.575,176000,95,95,36,788,546,4.46,2.7,0.1150000000000002,50
3574,2019-02-01,4.75,299000,95,95,37,764,463,4.46,2.7,0.29000000000000004,16
3575,2019-02-01,4.75,325000,95,95,44,709,953,4.46,2.7,0.29000000000000004,4
3576,2019-02-01,4.99,252000,95,95,45,715,988,4.46,2.7,0.5300000000000002,49
3577,2019-02-01,4.375,219000,95,95,49,746,820,4.46,2.7,-0.08499999999999996,52
3578,2019-02-01,4.625,176000,95,95,24,772,492,4.46,2.7,0.16500000000000006,23
3579,2019-02-01,4.5,195000,75,75,39,771,32,4.46,2.7,0.040000000000000036,31
3580,2019-02-01,4.875,150000,56,56,19,776,386,4.46,2.7,0.415,26
3581,2019-02-01,4.125,396000,53,53,20,816,945,4.46,2.7,-0.335,4
3582,2019-02-01,5.25,182000,64,64,25,634,18,4.46,2.7,0.79,20
3583,2019-02-01,4.375,123000,64,64,26,735,32,4.46,2.7,-0.08499999999999996,31
3584,2019-02-01,4.875,182000,75,75,28,729,480,4.46,2.7,0.415,23
3585,2019-02-01,4.75,76000,60,60,30,718,365,4.46,2.7,0.29000000000000004,1
3586,2019-02-01,4.55,192000,50,50,31,660,17,4.46,2.7,0.08999999999999986,20
3587,2019-02-01,4.99,194000,80,80,33,756,450,4.46,2.7,0.5300000000000002,36
3588,2019-02-01,4.5,178000,34,34,36,823,913,4.46,2.7,0.040000000000000036,4
3589,2019-02-01,4.375,421000,80,80,36,722,282,4.46,2.7,-0.08499999999999996,28
3590,2019-02-01,4.375,304000,58,58,36,767,981,4.46,2.7,-0.08499999999999996,49
3591,2019-02-01,4.375,270000,65,65,36,730,531,4.46,2.7,-0.08499999999999996,50
3592,2019-02-01,4.5,233000,76,76,38,725,600,4.46,2.7,0.040000000000000036,15
3593,2019-02-01,4.25,200000,58,58,38,813,786,4.46,2.7,-0.21,45
3594,2019-02-01,4.375,158000,74,74,38,798,760,4.46,2.7,-0.08499999999999996,45
3595,2019-02-01,4.875,626000,63,63,39,722,945,4.46,2.7,0.415,4
3596,2019-02-01,4.5,176000,50,50,39,748,370,4.46,2.7,0.040000000000000036,44
3597,2019-02-01,4.625,275000,52,52,41,636,846,4.46,2.7,0.16500000000000006,46
3598,2019-02-01,4.625,270000,64,64,42,730,981,4.46,2.7,0.16500000000000006,49
3599,2019-02-01,4.625,346000,70,70,43,705,906,4.46,2.7,0.16500000000000006,4
3600,2019-02-01,5.25,125000,70,70,43,808,402,4.46,2.7,0.79,18
3601,2019-02-01,4.99,176000,80,80,43,684,42,4.46,2.7,0.5300000000000002,22
3602,2019-02-01,5.5,313000,41,41,44,693,331,4.46,2.7,1.04,9
3603,2019-02-01,4.875,292000,73,73,44,667,600,4.46,2.7,0.415,15
3604,2019-02-01,4.75,254000,80,80,44,801,778,4.46,2.7,0.29000000000000004,45
3605,2019-02-01,4.75,308000,60,60,45,768,917,4.46,2.7,0.29000000000000004,4
3606,2019-02-01,5.5,287000,80,80,45,682,959,4.46,2.7,1.04,4
3607,2019-02-01,4.375,484000,35,35,45,705,300,4.46,2.7,-0.08499999999999996,10
3608,2019-02-01,5.375,201000,66,66,45,645,891,4.46,2.7,0.915,34
3609,2019-02-01,5.0,176000,76,76,45,819,196,4.46,2.7,0.54,39
3610,2019-02-01,5.0,313000,80,80,45,686,189,4.46,2.7,0.54,39
3611,2019-02-01,4.5,457000,75,75,46,773,928,4.46,2.7,0.040000000000000036,4
3612,2019-02-01,4.625,389000,78,78,46,784,917,4.46,2.7,0.16500000000000006,4
3613,2019-02-01,5.125,263000,80,80,47,667,551,4.46,2.7,0.665,24
3614,2019-02-01,4.75,198000,56,56,47,688,971,4.46,2.7,0.29000000000000004,38
3615,2019-02-01,5.375,192000,52,52,48,749,860,4.46,2.7,0.915,3
3616,2019-02-01,4.5,356000,55,55,49,763,41,4.46,2.7,0.040000000000000036,22
3617,2019-02-01,4.5,440000,48,48,49,680,76,4.46,2.7,0.040000000000000036,32
3618,2019-02-01,5.0,334000,75,75,49,683,170,4.46,2.7,0.54,39
3619,2019-02-01,4.625,484000,67,67,50,668,908,4.46,2.7,0.16500000000000006,4
3620,2019-02-01,4.875,248000,77,77,23,800,755,4.46,2.7,0.415,45
3621,2019-02-01,4.875,484000,56,87,25,765,352,4.46,2.7,0.415,1
3622,2019-02-01,4.5,336000,40,40,27,766,801,4.46,2.7,0.040000000000000036,5
3623,2019-02-01,5.0,110000,79,79,27,785,477,4.46,2.7,0.54,16
3624,2019-02-01,4.375,519000,34,34,28,800,945,4.46,2.7,-0.08499999999999996,4
3625,2019-02-01,4.75,206000,45,45,28,800,764,4.46,2.7,0.29000000000000004,45
3626,2019-02-01,4.875,368000,80,80,30,764,932,4.46,2.7,0.415,4
3627,2019-02-01,5.375,101000,62,62,32,677,495,4.46,2.7,0.915,23
3628,2019-02-01,4.75,190000,72,72,33,750,806,4.46,2.7,0.29000000000000004,5
3629,2019-02-01,4.875,425000,80,80,33,774,199,4.46,2.7,0.415,8
3630,2019-02-01,4.75,300000,56,56,39,644,481,4.46,2.7,0.29000000000000004,23
3631,2019-02-01,4.875,144000,80,80,43,770,705,4.46,2.7,0.415,19
3632,2019-02-01,4.625,580000,47,47,44,738,941,4.46,2.7,0.16500000000000006,4
3633,2019-02-01,4.75,183000,67,67,47,749,483,4.46,2.7,0.29000000000000004,23
3634,2019-02-01,4.625,194000,80,80,25,764,850,4.46,2.7,0.16500000000000006,3
3635,2019-02-01,4.99,185000,78,78,31,679,346,4.46,2.7,0.5300000000000002,9
3636,2019-02-01,5.75,389000,72,88,32,760,601,4.46,2.7,1.29,15
3637,2019-02-01,4.625,484000,79,79,34,689,530,4.46,2.7,0.16500000000000006,50
3638,2019-02-01,4.5,94000,30,30,45,741,166,4.46,2.7,0.040000000000000036,39
3639,2019-02-01,4.375,407000,60,60,16,758,917,4.46,2.7,-0.08499999999999996,4
3640,2019-02-01,4.5,154000,75,75,29,776,570,4.46,2.7,0.040000000000000036,43
3641,2019-02-01,4.75,231000,80,80,29,745,540,4.46,2.7,0.29000000000000004,50
3642,2019-02-01,4.25,481000,80,80,30,783,802,4.46,2.7,-0.21,5
3643,2019-02-01,4.75,75000,32,32,38,802,541,4.46,2.7,0.29000000000000004,50
3644,2019-02-01,4.875,436000,80,80,40,701,917,4.46,2.7,0.415,4
3645,2019-02-01,4.375,435000,80,80,45,730,597,4.46,2.7,-0.08499999999999996,27
3646,2019-02-01,4.75,445000,80,80,21,770,777,4.46,2.7,0.29000000000000004,45
3647,2019-02-01,4.375,430000,79,79,32,782,503,4.46,2.7,-0.08499999999999996,13
3648,2019-02-01,4.375,135000,33,33,43,800,980,4.46,2.7,-0.08499999999999996,49
3649,2019-02-01,4.375,290000,94,94,30,726,983,4.46,2.7,-0.08499999999999996,49
3650,2019-02-01,4.75,258000,69,69,33,786,231,4.46,2.7,0.29000000000000004,47
3651,2019-02-01,4.875,484000,74,74,34,716,640,4.46,2.7,0.415,25
3652,2019-02-01,4.25,437000,63,63,36,732,906,4.46,2.7,-0.21,4
3653,2019-02-01,5.5,160000,39,39,37,781,600,4.46,2.7,1.04,15
3654,2019-02-01,5.375,455000,84,84,43,689,928,4.46,2.7,0.915,4
3655,2019-02-01,5.0,384000,97,97,45,746,18,4.46,2.7,0.54,20
3656,2019-02-01,4.625,142000,47,54,27,709,287,4.46,2.7,0.16500000000000006,28
3657,2019-02-01,4.75,280000,63,63,48,699,501,4.46,2.7,0.29000000000000004,13
3658,2019-02-01,4.5,138000,55,55,11,805,712,4.46,2.7,0.040000000000000036,19
3659,2019-02-01,4.5,196000,75,75,15,656,953,4.46,2.7,0.040000000000000036,4
3660,2019-02-01,4.625,136000,25,25,17,776,637,4.46,2.7,0.16500000000000006,25
3661,2019-02-01,4.75,115000,69,69,17,747,240,4.46,2.7,0.29000000000000004,47
3662,2019-02-01,4.875,105000,53,53,21,715,368,4.46,2.7,0.415,1
3663,2019-02-01,4.25,165000,43,43,21,786,483,4.46,2.7,-0.21,23
3664,2019-02-01,4.75,343000,71,71,22,767,760,4.46,2.7,0.29000000000000004,45
3665,2019-02-01,4.5,104000,49,49,23,628,832,4.46,2.7,0.040000000000000036,14
3666,2019-02-01,4.625,137000,76,76,23,764,629,4.46,2.7,0.16500000000000006,15
3667,2019-02-01,4.5,276000,71,71,23,751,734,4.46,2.7,0.040000000000000036,37
3668,2019-02-01,4.375,270000,55,55,24,776,502,4.46,2.7,-0.08499999999999996,13
3669,2019-02-01,4.375,430000,76,76,24,740,541,4.46,2.7,-0.08499999999999996,50
3670,2019-02-01,4.875,160000,72,72,25,717,612,4.46,2.7,0.415,15
3671,2019-02-01,3.5,165000,49,49,25,771,549,4.46,2.7,-0.96,50
3672,2019-02-01,4.875,259000,80,80,26,689,19,4.46,2.7,0.415,20
3673,2019-02-01,4.5,341000,74,74,27,800,520,4.46,2.7,0.040000000000000036,13
3674,2019-02-01,4.875,233000,80,80,27,715,623,4.46,2.7,0.415,15
3675,2019-02-01,4.875,305000,70,70,28,657,802,4.46,2.7,0.415,5
3676,2019-02-01,5.5,171000,70,90,28,631,532,4.46,2.7,1.04,50
3677,2019-02-01,4.5,104000,71,71,29,697,731,4.46,2.7,0.040000000000000036,37
3678,2019-02-01,4.25,484000,76,76,29,756,778,4.46,2.7,-0.21,45
3679,2019-02-01,5.25,123000,80,95,30,741,325,4.46,2.7,0.79,9
3680,2019-02-01,4.75,240000,78,78,30,731,523,4.46,2.7,0.29000000000000004,13
3681,2019-02-01,4.375,256000,62,62,30,714,571,4.46,2.7,-0.08499999999999996,43
3682,2019-02-01,4.625,217000,70,70,31,741,360,4.46,2.7,0.16500000000000006,1
3683,2019-02-01,4.625,402000,72,72,31,710,913,4.46,2.7,0.16500000000000006,4
3684,2019-02-01,4.375,236000,73,73,32,699,310,4.46,2.7,-0.08499999999999996,10
3685,2019-02-01,4.25,282000,72,72,32,737,738,4.46,2.7,-0.21,37
3686,2019-02-01,4.5,316000,64,64,32,714,775,4.46,2.7,0.040000000000000036,45
3687,2019-02-01,4.75,484000,71,71,32,741,783,4.46,2.7,0.29000000000000004,45
3688,2019-02-01,4.375,329000,58,58,34,647,907,4.46,2.7,-0.08499999999999996,4
3689,2019-02-01,4.5,230000,74,74,34,724,27,4.46,2.7,0.040000000000000036,20
3690,2019-02-01,4.625,448000,80,80,35,774,500,4.46,2.7,0.16500000000000006,13
3691,2019-02-01,4.5,225000,75,75,35,702,837,4.46,2.7,0.040000000000000036,14
3692,2019-02-01,4.625,223000,75,75,35,729,541,4.46,2.7,0.16500000000000006,50
3693,2019-02-01,4.875,354000,80,80,35,696,535,4.46,2.7,0.415,50
3694,2019-02-01,4.625,124000,80,80,36,766,751,4.46,2.7,0.16500000000000006,45
3695,2019-02-01,4.25,175000,64,64,37,781,936,4.46,2.7,-0.21,4
3696,2019-02-01,4.45,160000,51,51,37,721,325,4.46,2.7,-0.009999999999999787,9
3697,2019-02-01,4.7,201000,60,60,37,763,713,4.46,2.7,0.2400000000000002,19
3698,2019-02-01,5.5,90000,50,80,37,755,275,4.46,2.7,1.04,28
3699,2019-02-01,4.375,184000,56,56,38,686,836,4.46,2.7,-0.08499999999999996,14
3700,2019-02-01,4.675,304000,68,68,38,783,463,4.46,2.7,0.21499999999999986,16
3701,2019-02-01,4.5,226000,74,74,38,752,634,4.46,2.7,0.040000000000000036,25
3702,2019-02-01,4.875,288000,75,75,38,676,977,4.46,2.7,0.415,38
3703,2019-02-01,5.125,371000,61,92,38,809,380,4.46,2.7,0.665,44
3704,2019-02-01,4.75,132000,80,80,39,789,365,4.46,2.7,0.29000000000000004,1
3705,2019-02-01,4.375,365000,60,60,39,663,910,4.46,2.7,-0.08499999999999996,4
3706,2019-02-01,4.5,464000,73,73,39,755,601,4.46,2.7,0.040000000000000036,15
3707,2019-02-01,4.625,193000,53,53,39,642,650,4.46,2.7,0.16500000000000006,25
3708,2019-02-01,4.75,209000,74,74,39,750,749,4.46,2.7,0.29000000000000004,37
3709,2019-02-01,5.375,179000,60,90,40,673,347,4.46,2.7,0.915,9
3710,2019-02-01,4.875,319000,80,80,40,729,502,4.46,2.7,0.415,13
3711,2019-02-01,5.125,235000,63,63,40,620,640,4.46,2.7,0.665,25
3712,2019-02-01,4.625,117000,53,53,41,693,496,4.46,2.7,0.16500000000000006,23
3713,2019-02-01,4.75,135000,54,54,41,689,390,4.46,2.7,0.29000000000000004,26
3714,2019-02-01,4.5,350000,60,60,42,761,800,4.46,2.7,0.040000000000000036,5
3715,2019-02-01,4.375,95000,43,43,42,678,837,4.46,2.7,-0.08499999999999996,14
3716,2019-02-01,4.875,184000,76,76,42,732,421,4.46,2.7,0.415,18
3717,2019-02-01,5.25,161000,55,55,42,747,985,4.46,2.7,0.79,49
3718,2019-02-01,5.75,186000,70,95,42,714,530,4.46,2.7,1.29,50
3719,2019-02-01,4.875,427000,80,80,43,757,370,4.46,2.7,0.415,44
3720,2019-02-01,4.625,344000,79,79,44,710,902,4.46,2.7,0.16500000000000006,4
3721,2019-02-01,4.5,325000,23,23,44,755,752,4.46,2.7,0.040000000000000036,45
3722,2019-02-01,6.125,455000,76,76,45,778,917,4.46,2.7,1.665,4
3723,2019-02-01,4.875,456000,80,90,45,750,500,4.46,2.7,0.415,13
3724,2019-02-01,4.75,272000,80,80,45,750,631,4.46,2.7,0.29000000000000004,25
3725,2019-02-01,4.875,365000,61,61,46,691,601,4.46,2.7,0.415,15
3726,2019-02-01,4.875,374000,72,72,46,737,706,4.46,2.7,0.415,19
3727,2019-02-01,5.125,233000,72,72,46,683,754,4.46,2.7,0.665,45
3728,2019-02-01,4.625,420000,63,63,46,684,980,4.46,2.7,0.16500000000000006,49
3729,2019-02-01,6.0,130000,69,69,47,694,850,4.46,2.7,1.54,3
3730,2019-02-01,4.75,319000,80,80,47,716,500,4.46,2.7,0.29000000000000004,13
3731,2019-02-01,5.25,52000,43,43,47,648,625,4.46,2.7,0.79,15
3732,2019-02-01,5.25,78000,71,71,47,670,710,4.46,2.7,0.79,19
3733,2019-02-01,5.0,274000,73,73,47,673,570,4.46,2.7,0.54,43
3734,2019-02-01,5.7,85000,24,24,47,789,988,4.46,2.7,1.2400000000000002,49
3735,2019-02-01,5.625,145000,54,87,49,711,703,4.46,2.7,1.165,19
3736,2019-02-01,4.75,271000,78,78,49,767,109,4.46,2.7,0.29000000000000004,35
3737,2019-02-01,5.375,146000,27,57,50,771,928,4.46,2.7,0.915,4
3738,2019-02-01,4.5,316000,79,79,50,768,923,4.46,2.7,0.040000000000000036,4
3739,2019-02-01,4.5,138000,42,42,50,785,836,4.46,2.7,0.040000000000000036,14
3740,2019-02-01,5.25,306000,74,74,50,719,385,4.46,2.7,0.79,44
3741,2019-02-01,5.75,258000,80,95,50,725,549,4.46,2.7,1.29,50
3742,2019-02-01,4.75,108000,79,79,14,787,494,4.46,2.7,0.29000000000000004,23
3743,2019-02-01,4.375,160000,80,80,24,766,506,4.46,2.7,-0.08499999999999996,13
3744,2019-02-01,5.5,180000,80,80,11,636,350,4.46,2.7,1.04,1
3745,2019-02-01,4.375,153000,76,76,17,769,301,4.46,2.7,-0.08499999999999996,10
3746,2019-02-01,4.5,116000,76,76,18,776,368,4.46,2.7,0.040000000000000036,1
3747,2019-02-01,4.25,204000,66,66,19,771,853,4.46,2.7,-0.21,3
3748,2019-02-01,4.75,198000,70,70,23,742,238,4.46,2.7,0.29000000000000004,47
3749,2019-02-01,4.625,205000,79,79,25,785,543,4.46,2.7,0.16500000000000006,50
3750,2019-02-01,4.125,385000,65,65,28,713,954,4.46,2.7,-0.335,4
3751,2019-02-01,4.99,372000,71,71,28,759,875,4.46,2.7,0.5300000000000002,33
3752,2019-02-01,4.375,213000,74,90,29,764,506,4.46,2.7,-0.08499999999999996,13
3753,2019-02-01,4.875,216000,80,80,29,757,975,4.46,2.7,0.415,38
3754,2019-02-01,4.875,214000,80,80,31,779,305,4.46,2.7,0.415,10
3755,2019-02-01,4.625,223000,74,74,32,786,751,4.46,2.7,0.16500000000000006,45
3756,2019-02-01,4.5,515000,80,80,34,799,920,4.46,2.7,0.040000000000000036,4
3757,2019-02-01,4.75,297000,74,74,34,684,703,4.46,2.7,0.29000000000000004,19
3758,2019-02-01,4.99,351000,78,78,35,703,934,4.46,2.7,0.5300000000000002,4
3759,2019-02-01,4.75,358000,80,80,36,798,551,4.46,2.7,0.29000000000000004,24
3760,2019-02-01,4.75,366000,70,70,36,643,982,4.46,2.7,0.29000000000000004,49
3761,2019-02-01,4.5,203000,67,67,37,767,832,4.46,2.7,0.040000000000000036,14
3762,2019-02-01,4.75,285000,68,68,37,696,371,4.46,2.7,0.29000000000000004,44
3763,2019-02-01,4.99,473000,62,90,37,721,223,4.46,2.7,0.5300000000000002,47
3764,2019-02-01,4.125,337000,64,64,38,756,207,4.46,2.7,-0.335,21
3765,2019-02-01,4.875,311000,80,80,38,727,483,4.46,2.7,0.415,23
3766,2019-02-01,4.375,214000,75,75,38,702,371,4.46,2.7,-0.08499999999999996,44
3767,2019-02-01,4.75,516000,75,75,40,776,210,4.46,2.7,0.29000000000000004,21
3768,2019-02-01,4.375,470000,74,74,41,798,891,4.46,2.7,-0.08499999999999996,34
3769,2019-02-01,4.875,158000,68,68,42,682,567,4.46,2.7,0.415,24
3770,2019-02-01,4.875,426000,79,79,42,696,118,4.46,2.7,0.415,35
3771,2019-02-01,4.875,425000,77,77,43,736,844,4.46,2.7,0.415,46
3772,2019-02-01,3.75,210000,78,78,45,756,405,4.46,2.7,-0.71,18
3773,2019-02-01,5.125,275000,68,68,45,634,281,4.46,2.7,0.665,28
3774,2019-02-01,4.75,367000,79,79,45,707,750,4.46,2.7,0.29000000000000004,45
3775,2019-02-01,4.75,466000,78,78,45,768,840,4.46,2.7,0.29000000000000004,46
3776,2019-02-01,5.0,314000,77,77,46,717,783,4.46,2.7,0.54,45
3777,2019-02-01,4.99,572000,74,74,46,707,220,4.46,2.7,0.5300000000000002,47
3778,2019-02-01,4.75,224000,65,65,47,734,813,4.46,2.7,0.29000000000000004,5
3779,2019-02-01,5.375,177000,79,79,47,689,754,4.46,2.7,0.915,45
3780,2019-02-01,4.75,599000,64,64,48,716,919,4.46,2.7,0.29000000000000004,4
3781,2019-02-01,5.0,556000,80,80,48,695,906,4.46,2.7,0.54,4
3782,2019-02-01,4.75,472000,80,80,48,746,74,4.46,2.7,0.29000000000000004,32
3783,2019-02-01,4.875,410000,68,68,49,736,357,4.46,2.7,0.415,1
3784,2019-02-01,5.0,211000,79,79,49,660,852,4.46,2.7,0.54,3
3785,2019-02-01,4.875,282000,77,77,49,680,377,4.46,2.7,0.415,44
3786,2019-02-01,4.875,624000,80,80,50,735,905,4.46,2.7,0.415,4
3787,2019-02-01,4.875,390000,60,60,50,664,284,4.46,2.7,0.415,28
3788,2019-02-01,4.25,315000,47,47,27,764,541,4.46,2.7,-0.21,50
3789,2019-02-01,4.875,433000,74,74,39,740,921,4.46,2.7,0.415,4
3790,2019-02-01,4.625,497000,75,75,43,736,921,4.46,2.7,0.16500000000000006,4
3791,2019-02-01,5.25,453000,63,63,29,654,700,4.46,2.7,0.79,19
3792,2019-02-01,5.125,484000,73,78,35,649,727,4.46,2.7,0.665,2
3793,2019-02-01,4.25,645000,62,62,6,783,921,4.46,2.7,-0.21,4
3794,2019-02-01,4.25,113000,56,56,21,791,483,4.46,2.7,-0.21,23
3795,2019-02-01,4.375,335000,63,63,22,705,531,4.46,2.7,-0.08499999999999996,50
3796,2019-02-01,4.5,231000,62,62,31,720,846,4.46,2.7,0.040000000000000036,46
3797,2019-02-01,4.625,671000,73,73,32,765,921,4.46,2.7,0.16500000000000006,4
3798,2019-02-01,4.5,307000,57,57,33,807,920,4.46,2.7,0.040000000000000036,4
3799,2019-02-01,4.5,218000,80,80,33,727,631,4.46,2.7,0.040000000000000036,25
3800,2019-02-01,4.5,688000,70,70,35,764,911,4.46,2.7,0.040000000000000036,4
3801,2019-02-01,4.5,647000,80,80,36,745,921,4.46,2.7,0.040000000000000036,4
3802,2019-02-01,4.0,374000,51,51,38,782,928,4.46,2.7,-0.46,4
3803,2019-02-01,4.625,458000,75,75,38,785,907,4.46,2.7,0.16500000000000006,4
3804,2019-02-01,4.75,552000,80,80,42,795,921,4.46,2.7,0.29000000000000004,4
3805,2019-02-01,4.25,344000,72,72,44,711,920,4.46,2.7,-0.21,4
3806,2019-02-01,4.375,657000,74,74,44,724,906,4.46,2.7,-0.08499999999999996,4
